video_name,thin_count,wide_count,final,category
v_Rowing_g23_c04,4,1,thin,Rowing
v_Rowing_g24_c04,4,1,thin,Rowing
v_SalsaSpin_g12_c06,4,1,thin,SalsaSpin
v_SalsaSpin_g15_c05,4,1,thin,SalsaSpin
v_SalsaSpin_g18_c04,4,1,thin,SalsaSpin
v_SalsaSpin_g24_c01,3,2,thin,SalsaSpin
v_ShavingBeard_g02_c01,2,3,wide,ShavingBeard
v_ShavingBeard_g06_c06,4,1,thin,ShavingBeard
v_ShavingBeard_g07_c01,0,5,wide,ShavingBeard
v_ShavingBeard_g07_c02,2,3,wide,ShavingBeard
v_ShavingBeard_g07_c07,2,3,wide,ShavingBeard
v_ShavingBeard_g10_c04,2,3,wide,ShavingBeard
v_ShavingBeard_g10_c05,2,3,wide,ShavingBeard
v_ShavingBeard_g12_c04,1,4,wide,ShavingBeard
v_ShavingBeard_g20_c04,2,3,wide,ShavingBeard
v_ShavingBeard_g20_c05,1,4,wide,ShavingBeard
v_ShavingBeard_g20_c07,1,4,wide,ShavingBeard
v_ShavingBeard_g24_c02,1,4,wide,ShavingBeard
v_Shotput_g01_c01,5,0,thin,Shotput
v_Shotput_g01_c06,5,0,thin,Shotput
v_Shotput_g01_c07,5,0,thin,Shotput
v_Shotput_g04_c01,3,2,thin,Shotput
v_Shotput_g04_c03,3,2,thin,Shotput
v_Shotput_g06_c04,4,1,thin,Shotput
v_Shotput_g06_c05,3,2,thin,Shotput
v_Shotput_g07_c04,4,1,thin,Shotput
v_Shotput_g07_c06,3,2,thin,Shotput
v_Shotput_g09_c07,3,2,thin,Shotput
v_Shotput_g14_c01,0,5,wide,Shotput
v_Shotput_g14_c03,1,4,wide,Shotput
v_Shotput_g15_c04,3,2,thin,Shotput
v_Shotput_g15_c07,4,1,thin,Shotput
v_Shotput_g17_c02,1,4,wide,Shotput
v_Shotput_g17_c03,0,5,wide,Shotput
v_Shotput_g18_c04,5,0,thin,Shotput
v_Shotput_g19_c01,2,3,wide,Shotput
v_Shotput_g21_c02,0,5,wide,Shotput
v_Shotput_g21_c03,1,4,wide,Shotput
v_Shotput_g23_c02,1,4,wide,Shotput
v_Shotput_g25_c03,3,2,thin,Shotput
v_Shotput_g25_c05,3,2,thin,Shotput
v_SkateBoarding_g01_c01,4,1,thin,SkateBoarding
v_SkateBoarding_g02_c04,2,3,wide,SkateBoarding
v_SkateBoarding_g02_c05,2,3,wide,SkateBoarding
v_SkateBoarding_g03_c02,3,2,thin,SkateBoarding
v_SkateBoarding_g08_c05,4,1,thin,SkateBoarding
v_SkateBoarding_g09_c02,3,2,thin,SkateBoarding
v_SkateBoarding_g18_c02,3,2,thin,SkateBoarding
v_SkateBoarding_g24_c03,5,0,thin,SkateBoarding
v_SkateBoarding_g25_c01,3,2,thin,SkateBoarding
v_Skiing_g01_c06,1,4,wide,Skiing
v_Skiing_g03_c03,1,4,wide,Skiing
v_Skiing_g04_c04,3,2,thin,Skiing
v_Skiing_g05_c04,5,0,thin,Skiing
v_Skiing_g06_c01,1,4,wide,Skiing
v_Skiing_g06_c05,2,3,wide,Skiing
v_Skiing_g06_c06,1,4,wide,Skiing
v_Skiing_g09_c01,0,5,wide,Skiing
v_Skiing_g09_c03,1,4,wide,Skiing
v_Skiing_g09_c04,2,3,wide,Skiing
v_Skiing_g12_c03,5,0,thin,Skiing
v_Skiing_g13_c02,1,4,wide,Skiing
v_Skiing_g13_c03,0,5,wide,Skiing
v_Skiing_g13_c04,2,3,wide,Skiing
v_Skiing_g18_c02,2,3,wide,Skiing
v_Skiing_g20_c02,2,3,wide,Skiing
v_Skiing_g20_c03,1,4,wide,Skiing
v_Skiing_g20_c04,0,5,wide,Skiing
v_Skiing_g21_c01,4,1,thin,Skiing
v_Skiing_g21_c03,3,2,thin,Skiing
v_Skiing_g21_c06,5,0,thin,Skiing
v_Skiing_g22_c05,3,2,thin,Skiing
v_Skiing_g23_c01,5,0,thin,Skiing
v_Skiing_g24_c01,4,1,thin,Skiing
v_Skiing_g24_c03,3,2,thin,Skiing
v_Skiing_g25_c03,2,3,wide,Skiing
v_Skiing_g25_c05,2,3,wide,Skiing
v_SkyDiving_g06_c03,2,3,wide,SkyDiving
v_SkyDiving_g07_c02,4,1,thin,SkyDiving
v_SkyDiving_g07_c04,4,1,thin,SkyDiving
v_SkyDiving_g19_c03,2,3,wide,SkyDiving
v_SoccerJuggling_g11_c01,2,3,wide,SoccerJuggling
v_SoccerJuggling_g11_c02,0,5,wide,SoccerJuggling
v_SoccerJuggling_g13_c03,4,1,thin,SoccerJuggling
v_SoccerJuggling_g16_c07,1,4,wide,SoccerJuggling
v_SoccerPenalty_g13_c03,1,4,wide,SoccerPenalty
v_SoccerPenalty_g18_c01,2,3,wide,SoccerPenalty
v_SoccerPenalty_g18_c03,1,4,wide,SoccerPenalty
v_SoccerPenalty_g19_c01,5,0,thin,SoccerPenalty
v_SoccerPenalty_g23_c02,4,1,thin,SoccerPenalty
v_SoccerPenalty_g24_c03,5,0,thin,SoccerPenalty
v_SoccerPenalty_g24_c04,5,0,thin,SoccerPenalty
v_SumoWrestling_g01_c03,1,4,wide,SumoWrestling
v_SumoWrestling_g01_c04,2,3,wide,SumoWrestling
v_SumoWrestling_g03_c03,2,3,wide,SumoWrestling
v_SumoWrestling_g05_c02,1,4,wide,SumoWrestling
v_SumoWrestling_g05_c04,2,3,wide,SumoWrestling
v_SumoWrestling_g06_c06,1,4,wide,SumoWrestling
v_SumoWrestling_g09_c02,1,4,wide,SumoWrestling
v_SumoWrestling_g09_c03,0,5,wide,SumoWrestling
v_SumoWrestling_g13_c03,1,4,wide,SumoWrestling
v_SumoWrestling_g14_c01,4,1,thin,SumoWrestling
v_SumoWrestling_g16_c01,1,4,wide,SumoWrestling
v_SumoWrestling_g16_c03,1,4,wide,SumoWrestling
v_SumoWrestling_g18_c01,1,4,wide,SumoWrestling
v_SumoWrestling_g21_c01,0,5,wide,SumoWrestling
v_SumoWrestling_g23_c01,1,4,wide,SumoWrestling
v_SumoWrestling_g23_c04,1,4,wide,SumoWrestling
v_SumoWrestling_g24_c04,3,2,thin,SumoWrestling
v_SumoWrestling_g25_c04,0,5,wide,SumoWrestling
v_Surfing_g01_c01,4,1,thin,Surfing
v_Surfing_g01_c05,5,0,thin,Surfing
v_Surfing_g02_c02,4,1,thin,Surfing
v_Surfing_g02_c06,3,2,thin,Surfing
v_Surfing_g03_c03,1,4,wide,Surfing
v_Surfing_g06_c04,2,3,wide,Surfing
v_Surfing_g07_c01,1,4,wide,Surfing
v_Surfing_g10_c01,0,5,wide,Surfing
v_Surfing_g10_c05,1,4,wide,Surfing
v_Surfing_g10_c06,1,4,wide,Surfing
v_Surfing_g12_c01,1,4,wide,Surfing
v_Surfing_g12_c05,2,3,wide,Surfing
v_Surfing_g14_c03,1,4,wide,Surfing
v_Surfing_g14_c04,0,5,wide,Surfing
v_Surfing_g15_c06,4,1,thin,Surfing
v_Surfing_g15_c07,3,2,thin,Surfing
v_Surfing_g16_c01,5,0,thin,Surfing
v_Surfing_g16_c02,5,0,thin,Surfing
v_Surfing_g17_c06,1,4,wide,Surfing
v_Surfing_g19_c02,4,1,thin,Surfing
v_Surfing_g21_c02,3,2,thin,Surfing
v_Surfing_g23_c01,0,5,wide,Surfing
v_Surfing_g23_c02,0,5,wide,Surfing
v_Surfing_g24_c02,4,1,thin,Surfing
v_Surfing_g25_c01,2,3,wide,Surfing
v_Surfing_g25_c04,0,5,wide,Surfing
v_Swing_g01_c05,2,3,wide,Swing
v_Swing_g02_c02,1,4,wide,Swing
v_Swing_g02_c05,1,4,wide,Swing
v_Swing_g04_c03,3,2,thin,Swing
v_Swing_g04_c04,3,2,thin,Swing
v_Swing_g04_c06,4,1,thin,Swing
v_Swing_g05_c02,5,0,thin,Swing
v_Swing_g06_c04,2,3,wide,Swing
v_Swing_g06_c06,2,3,wide,Swing
v_Swing_g06_c07,2,3,wide,Swing
v_Swing_g07_c02,4,1,thin,Swing
v_Swing_g07_c03,4,1,thin,Swing
v_Swing_g08_c03,1,4,wide,Swing
v_Swing_g09_c01,1,4,wide,Swing
v_Swing_g09_c05,2,3,wide,Swing
v_Swing_g09_c06,1,4,wide,Swing
v_Swing_g10_c02,1,4,wide,Swing
v_Swing_g10_c04,0,5,wide,Swing
v_Swing_g12_c01,2,3,wide,Swing
v_Swing_g13_c04,4,1,thin,Swing
v_Swing_g14_c02,4,1,thin,Swing
v_Swing_g15_c03,2,3,wide,Swing
v_Swing_g15_c05,1,4,wide,Swing
v_Swing_g15_c07,0,5,wide,Swing
v_Swing_g16_c01,3,2,thin,Swing
v_Swing_g17_c02,2,3,wide,Swing
v_Swing_g19_c01,3,2,thin,Swing
v_Swing_g20_c03,1,4,wide,Swing
v_Swing_g20_c04,2,3,wide,Swing
v_Swing_g22_c04,4,1,thin,Swing
v_Swing_g22_c05,5,0,thin,Swing
v_Swing_g24_c02,4,1,thin,Swing
v_Swing_g24_c04,4,1,thin,Swing
v_Swing_g25_c04,3,2,thin,Swing
v_TableTennisShot_g04_c01,2,3,wide,TableTennisShot
v_TableTennisShot_g15_c07,3,2,thin,TableTennisShot
v_TaiChi_g05_c03,2,3,wide,TaiChi
v_TaiChi_g12_c01,2,3,wide,TaiChi
v_TaiChi_g15_c01,0,5,wide,TaiChi
v_TaiChi_g15_c02,1,4,wide,TaiChi
v_TennisSwing_g01_c02,4,1,thin,TennisSwing
v_TennisSwing_g01_c04,4,1,thin,TennisSwing
v_TennisSwing_g01_c05,3,2,thin,TennisSwing
v_TennisSwing_g04_c01,1,4,wide,TennisSwing
v_TennisSwing_g05_c01,3,2,thin,TennisSwing
v_TennisSwing_g05_c05,5,0,thin,TennisSwing
v_TennisSwing_g05_c07,4,1,thin,TennisSwing
v_TennisSwing_g07_c04,1,4,wide,TennisSwing
v_TennisSwing_g07_c05,1,4,wide,TennisSwing
v_TennisSwing_g08_c03,4,1,thin,TennisSwing
v_TennisSwing_g08_c06,5,0,thin,TennisSwing
v_TennisSwing_g09_c07,3,2,thin,TennisSwing
v_TennisSwing_g11_c03,3,2,thin,TennisSwing
v_TennisSwing_g14_c03,0,5,wide,TennisSwing
v_TennisSwing_g14_c06,0,5,wide,TennisSwing
v_TennisSwing_g14_c07,1,4,wide,TennisSwing
v_TennisSwing_g19_c01,4,1,thin,TennisSwing
v_TennisSwing_g20_c01,3,2,thin,TennisSwing
v_TennisSwing_g20_c06,4,1,thin,TennisSwing
v_TennisSwing_g21_c05,5,0,thin,TennisSwing
v_TennisSwing_g23_c01,3,2,thin,TennisSwing
v_TennisSwing_g23_c05,5,0,thin,TennisSwing
v_TennisSwing_g24_c05,5,0,thin,TennisSwing
v_ThrowDiscus_g11_c01,0,5,wide,ThrowDiscus
v_ThrowDiscus_g11_c03,0,5,wide,ThrowDiscus
v_ThrowDiscus_g11_c04,0,5,wide,ThrowDiscus
v_ThrowDiscus_g13_c01,2,3,wide,ThrowDiscus
v_ThrowDiscus_g14_c01,5,0,thin,ThrowDiscus
v_ThrowDiscus_g15_c03,1,4,wide,ThrowDiscus
v_ThrowDiscus_g16_c01,2,3,wide,ThrowDiscus
v_ThrowDiscus_g16_c04,2,3,wide,ThrowDiscus
v_ThrowDiscus_g17_c02,3,2,thin,ThrowDiscus
v_ThrowDiscus_g19_c02,2,3,wide,ThrowDiscus
v_ThrowDiscus_g23_c03,2,3,wide,ThrowDiscus
v_ThrowDiscus_g23_c04,2,3,wide,ThrowDiscus
v_TrampolineJumping_g02_c02,2,3,wide,TrampolineJumping
v_TrampolineJumping_g02_c05,1,4,wide,TrampolineJumping
v_TrampolineJumping_g02_c06,2,3,wide,TrampolineJumping
v_TrampolineJumping_g04_c03,4,1,thin,TrampolineJumping
v_TrampolineJumping_g05_c03,4,1,thin,TrampolineJumping
v_TrampolineJumping_g08_c01,3,2,thin,TrampolineJumping
v_TrampolineJumping_g12_c01,2,3,wide,TrampolineJumping
v_TrampolineJumping_g13_c03,1,4,wide,TrampolineJumping
v_TrampolineJumping_g13_c04,1,4,wide,TrampolineJumping
v_TrampolineJumping_g16_c03,2,3,wide,TrampolineJumping
v_TrampolineJumping_g16_c04,2,3,wide,TrampolineJumping
v_TrampolineJumping_g16_c06,2,3,wide,TrampolineJumping
v_TrampolineJumping_g25_c01,1,4,wide,TrampolineJumping
v_TrampolineJumping_g25_c02,2,3,wide,TrampolineJumping
v_Typing_g03_c02,3,2,thin,Typing
v_Typing_g09_c01,1,4,wide,Typing
v_Typing_g09_c05,1,4,wide,Typing
v_Typing_g09_c06,1,4,wide,Typing
v_Typing_g10_c06,4,1,thin,Typing
v_Typing_g10_c07,3,2,thin,Typing
v_Typing_g12_c01,2,3,wide,Typing
v_Typing_g12_c06,2,3,wide,Typing
v_Typing_g13_c03,4,1,thin,Typing
v_Typing_g14_c02,3,2,thin,Typing
v_Typing_g14_c06,4,1,thin,Typing
v_Typing_g14_c07,3,2,thin,Typing
v_Typing_g15_c03,3,2,thin,Typing
v_Typing_g16_c04,3,2,thin,Typing
v_Typing_g17_c01,2,3,wide,Typing
v_Typing_g19_c03,2,3,wide,Typing
v_Typing_g19_c04,1,4,wide,Typing
v_Typing_g21_c02,3,2,thin,Typing
v_Typing_g22_c02,2,3,wide,Typing
v_Typing_g24_c02,1,4,wide,Typing
v_Typing_g24_c04,0,5,wide,Typing
v_Typing_g25_c01,1,4,wide,Typing
v_VolleyballSpiking_g08_c02,5,0,thin,VolleyballSpiking
v_VolleyballSpiking_g08_c04,3,2,thin,VolleyballSpiking
v_WalkingWithDog_g01_c01,5,0,thin,WalkingWithDog
v_WalkingWithDog_g03_c02,3,2,thin,WalkingWithDog
v_WalkingWithDog_g04_c03,0,5,wide,WalkingWithDog
v_WalkingWithDog_g05_c01,3,2,thin,WalkingWithDog
v_WalkingWithDog_g05_c03,3,2,thin,WalkingWithDog
v_WalkingWithDog_g06_c01,3,2,thin,WalkingWithDog
v_WalkingWithDog_g06_c05,3,2,thin,WalkingWithDog
v_WalkingWithDog_g07_c03,1,4,wide,WalkingWithDog
v_WalkingWithDog_g07_c06,0,5,wide,WalkingWithDog
v_WalkingWithDog_g09_c05,3,2,thin,WalkingWithDog
v_WalkingWithDog_g10_c01,5,0,thin,WalkingWithDog
v_WalkingWithDog_g11_c04,4,1,thin,WalkingWithDog
v_WalkingWithDog_g12_c02,3,2,thin,WalkingWithDog
v_WalkingWithDog_g13_c03,4,1,thin,WalkingWithDog
v_WalkingWithDog_g14_c01,0,5,wide,WalkingWithDog
v_WalkingWithDog_g15_c04,0,5,wide,WalkingWithDog
v_WalkingWithDog_g16_c01,4,1,thin,WalkingWithDog
v_WalkingWithDog_g17_c02,2,3,wide,WalkingWithDog
v_WalkingWithDog_g17_c03,2,3,wide,WalkingWithDog
v_WalkingWithDog_g20_c01,3,2,thin,WalkingWithDog
v_WalkingWithDog_g21_c01,5,0,thin,WalkingWithDog
v_WalkingWithDog_g23_c01,3,2,thin,WalkingWithDog
v_WalkingWithDog_g25_c02,0,5,wide,WalkingWithDog
v_WalkingWithDog_g25_c03,2,3,wide,WalkingWithDog
v_WallPushups_g09_c05,2,3,wide,WallPushups
v_WallPushups_g15_c02,2,3,wide,WallPushups
v_WallPushups_g19_c03,2,3,wide,WallPushups
v_WallPushups_g19_c05,2,3,wide,WallPushups
v_WallPushups_g24_c04,2,3,wide,WallPushups
v_YoYo_g03_c01,2,3,wide,YoYo
v_YoYo_g08_c03,4,1,thin,YoYo
v_YoYo_g08_c04,4,1,thin,YoYo
v_YoYo_g09_c02,4,1,thin,YoYo
v_YoYo_g09_c03,4,1,thin,YoYo
v_YoYo_g10_c01,4,1,thin,YoYo
v_YoYo_g12_c03,2,3,wide,YoYo
v_YoYo_g12_c04,2,3,wide,YoYo
v_YoYo_g16_c05,3,2,thin,YoYo
v_YoYo_g19_c05,3,2,thin,YoYo
v_YoYo_g20_c03,3,2,thin,YoYo
v_YoYo_g24_c03,2,3,wide,YoYo
v_YoYo_g24_c04,2,3,wide,YoYo
