Bias,Action,Search Query,Title,Video ID,Link,Description,Published At,Duration (seconds),View Count,Like Count,Comment Count,Topics,source_file,Bias_Duplicates,Is_Duplicate
Young person,PizzaTossing,Young person PizzaTossing,38 -- Pizza Party,IKk9nGsZEh0,https://www.youtube.com/watch?v=IKk9nGsZEh0,Subscribe! ME: http://www.youtube.com/user/brovegna Facebook: http://www.facebook.com/thefurryrabbi... Twitter: ...,2011-03-09T20:37:19Z,252,6019,337,123,"Food, Lifestyle (sociology)",PizzaTossing_results.csv,Young person;Old person,No
Young person,PizzaTossing,Young person PizzaTossing,BAHSPulse: Student Spotlight &quot;Parkour&quot;,C4kmqsasIZU,https://www.youtube.com/watch?v=C4kmqsasIZU,,2016-01-14T22:22:50Z,292,331,0,0,"Hobby, Lifestyle (sociology)",PizzaTossing_results.csv,,No
Young person,PizzaTossing,Young person PizzaTossing,Shakeys Dance Off,Q5-JiB3Qzeg,https://www.youtube.com/watch?v=Q5-JiB3Qzeg,A dance off in the famous Shakeys Kebab house in Worcester. Who wins? U decide!,2007-01-20T00:15:01Z,261,4425,5,5,"Hobby, Lifestyle (sociology)",PizzaTossing_results.csv,,No
Young person,PizzaTossing,Young person PizzaTossing,10 Minute Healthy Pizza,dY6VGaGrbdU,https://www.youtube.com/watch?v=dY6VGaGrbdU,"Craving some takeaway? Try this make-at-home pizza instead. Delicious, quick, easy and much healthier than anything you'll find ...",2011-03-02T13:23:45Z,285,136,1,0,"Food, Lifestyle (sociology)",PizzaTossing_results.csv,,No
Young person,PizzaTossing,Young person PizzaTossing,Chris Classic - NY GO GO,gMLNSeaCnbA,https://www.youtube.com/watch?v=gMLNSeaCnbA,Couldn't find this on youtube and I liked the song alot so here I uploaded it. I NO WAY IN ANY SHAPE OR FORM OWN THIS ...,2010-10-31T12:57:02Z,240,2460,8,0,"Hip hop music, Music, Pop music",PizzaTossing_results.csv,Black person;Asian person;Young person,Yes
Old person,PizzaTossing,Old person PizzaTossing,Fast Pizza Tossing Skills,RuFXdDu5x3A,https://www.youtube.com/watch?v=RuFXdDu5x3A,Fast pizza tossing skills.,2014-10-03T04:24:04Z,242,698,4,2,"Food, Lifestyle (sociology)",PizzaTossing_results.csv,Male;Kid;Old person,Yes
Old person,PizzaTossing,Old person PizzaTossing,O&#39;Neill Spank Olympics 2-man pizza race - 2006,6pU2f8PXD44,https://www.youtube.com/watch?v=6pU2f8PXD44,"The 2-man pizza eating relay at O'Neill Hall's annual Spank Olympics eating contest, hosted by Spanky's Pizza. Race starts 1:25.",2009-05-24T17:51:53Z,252,911,0,0,"Food, Lifestyle (sociology)",PizzaTossing_results.csv,,No
Old person,PizzaTossing,Old person PizzaTossing,The Pizza Boss Sitcom,uMHjoUyQ5JM,https://www.youtube.com/watch?v=uMHjoUyQ5JM,This video is about Pizza.,2012-12-30T19:32:33Z,242,2904,175,20,Lifestyle (sociology),PizzaTossing_results.csv,,No
Old person,PizzaTossing,Old person PizzaTossing,Eric pizza routine 2010,2fzDWe2L-iM,https://www.youtube.com/watch?v=2fzDWe2L-iM,"Eric 1st division finals routine. He did such a great job, took 1st place. Made this old man Proud. .",2010-03-07T16:23:21Z,240,1596,3,1,"Hobby, Lifestyle (sociology), Physical fitness",PizzaTossing_results.csv,,No
Old person,PizzaTossing,Old person PizzaTossing,Winston-Salem woman competes in pizza making competition,QYusSauw-Z8,https://www.youtube.com/watch?v=QYusSauw-Z8,"Winston-Salem woman competes in pizza making competition Get the latest North Carolina news, weather, sports and ...",2022-10-25T13:35:48Z,240,369,8,1,"Society, Television program",PizzaTossing_results.csv,Female;Old person,Yes
Old person,PizzaTossing,Old person PizzaTossing,"Testa Brothers, Jersey Pizza Boys, Young Pizza Champions at Expo",h0LRzqkLarM,https://www.youtube.com/watch?v=h0LRzqkLarM,http://pizzaexpo.com Watch their incredible feats of these young pizza athletes. The tricks they have learned tossing pizza will ...,2014-03-31T02:57:10Z,254,6527,46,6,Sport,PizzaTossing_results.csv,Young person;Old person,Yes
Old person,PizzaTossing,Old person PizzaTossing,More Pizza Tossing  and Spinning at Pizza Expo,Q5IDkaZ3Pu0,https://www.youtube.com/watch?v=Q5IDkaZ3Pu0,By http://pizzatherapy.com More Pizza Tossing Spinning at Pizza Expo Find Pizza Expo http://pizzaexpo.com Check out The Pizza ...,2018-09-17T07:42:34Z,243,239,5,2,Lifestyle (sociology),PizzaTossing_results.csv,Male;Young person;Old person,Yes
Old person,PizzaTossing,Old person PizzaTossing,Slow Motion of making NY style pizza,x_uglg4HaNw,https://www.youtube.com/watch?v=x_uglg4HaNw,I record my friend Tony making Pizza at the restaurant I work at. Tony Quinn - Pizza man Darrell Lucas - Video Producer Creative ...,2013-01-07T14:35:45Z,272,774,3,0,"Food, Hobby, Lifestyle (sociology)",PizzaTossing_results.csv,,No
Old person,PizzaTossing,Old person PizzaTossing,US Pizza Team Acrobatic Performance,qJGdBpnCx8I,https://www.youtube.com/watch?v=qJGdBpnCx8I,"US Pizza Team takes 2nd place at the World Pizza Championships 2009 in Salsomaggiore Terme, Italy! Team members: Patt ...",2009-04-11T00:09:12Z,283,4992,7,4,"Performing arts, Sport",PizzaTossing_results.csv,,No
Old person,PizzaTossing,Old person PizzaTossing,(SU) Best New York Style Pizza? Zito&#39;s of Orange County! Cut1a SHORT 1280x720,V9vOblyQ27A,https://www.youtube.com/watch?v=V9vOblyQ27A,http://www.worldbizwatch.com http://www.youtube.com/user/businessimpact http://www.businessallianceoc.net ...,2011-10-10T02:48:00Z,299,1029,3,0,"Food, Lifestyle (sociology), Television program",PizzaTossing_results.csv,,No
Old person,PizzaTossing,Old person PizzaTossing,38 -- Pizza Party,IKk9nGsZEh0,https://www.youtube.com/watch?v=IKk9nGsZEh0,Subscribe! ME: http://www.youtube.com/user/brovegna Facebook: http://www.facebook.com/thefurryrabbi... Twitter: ...,2011-03-09T20:37:19Z,252,6019,337,123,"Food, Lifestyle (sociology)",PizzaTossing_results.csv,Young person;Old person,Yes
Old person,PizzaTossing,Old person PizzaTossing,Pizza on the Roof,imhH0502ehM,https://www.youtube.com/watch?v=imhH0502ehM,Pizza on the roof!,2010-03-13T19:16:06Z,280,283,3,5,Lifestyle (sociology),PizzaTossing_results.csv,White person;Black person;Old person,Yes
Old person,PizzaTossing,Old person PizzaTossing,Pizza Face,hOYpmBDTrLU,https://www.youtube.com/watch?v=hOYpmBDTrLU,She rubs pizza on her face and is pleasantly surprised.,2008-05-30T15:12:59Z,287,1549,7,2,"Food, Lifestyle (sociology)",PizzaTossing_results.csv,Young person;Old person,Yes
Old person,PizzaTossing,Old person PizzaTossing,Michael Jackson Billie Jean world pizza games 2015,Rxh7u-S8f7I,https://www.youtube.com/watch?v=Rxh7u-S8f7I,,2015-05-16T02:21:16Z,245,366,3,0,"Music, Pop music",PizzaTossing_results.csv,,No
Old person,PizzaTossing,Old person PizzaTossing,"Historic sites in Arles, France",uyeuQQFI7lk,https://www.youtube.com/watch?v=uyeuQQFI7lk,"In Arles, the stones have a story to tell. Arles isn't just an open-air museum. It is a city that is at once popular and artistic, generous ...",2019-04-29T16:00:11Z,249,345,20,5,Tourism,PizzaTossing_results.csv,,No
Old person,PizzaTossing,Old person PizzaTossing,Most complicated pizza order,AQutBL4giPM,https://www.youtube.com/watch?v=AQutBL4giPM,"After much deliberation and a slight disagreement on topping selection, and even after being told my voice was highly elevated, ...",2012-01-25T03:41:26Z,248,168,2,1,,PizzaTossing_results.csv,,No
Old person,PizzaTossing,Old person PizzaTossing,Pizza Man Nick Diesslin Delivers AMAZING Pizza Tricks - America&#39;s Got Talent reaction,HM91M4ppkmU,https://www.youtube.com/watch?v=HM91M4ppkmU,"AGT #AmericasGotTalent Besides Eurovision , I am a HUGE fan of Talent shows and we are back for a new season with the next ...",2021-07-21T18:24:32Z,282,1155,3,0,"Entertainment, Performing arts, Television program",PizzaTossing_results.csv,Asian person;Old person,Yes
White person,PlayingCello,White person PlayingCello,HAUSER - Wicked Game,0C-dNgypA5M,https://www.youtube.com/watch?v=0C-dNgypA5M,https://linktr.ee/hausercello https://www.instagram.com/hausercello https://www.facebook.com/hauserofficial ...,2021-07-01T18:15:30Z,294,22888253,417410,12889,"Classical music, Electronic music, Music",PlayingCello_results.csv,White person;Male;Female;Indian person;Asian person;Young person,No
White person,PlayingCello,White person PlayingCello,2CELLOS - Highway To Hell feat. Steve Vai [OFFICIAL VIDEO],qfGggAGITwg,https://www.youtube.com/watch?v=qfGggAGITwg,http://www.instagram.com/2cellosofficial http://www.facebook.com/2Cellos Listen to all our music at ...,2013-08-07T16:26:24Z,262,65072890,606354,9858,"Electronic music, Independent music, Music, Rock music",PlayingCello_results.csv,White person;Black person;Male;Female;Kid;Young person;Old person,No
White person,PlayingCello,White person PlayingCello,2CELLOS - Whole Lotta Love vs. Beethoven 5th Symphony [OFFICIAL VIDEO],x8yymm3DtVA,https://www.youtube.com/watch?v=x8yymm3DtVA,http://www.instagram.com/2cellosofficial http://www.facebook.com/2Cellos Listen to all our music at ...,2016-04-08T07:37:03Z,261,32643834,343652,6326,"Classical music, Music",PlayingCello_results.csv,White person;Black person;Male;Female;Kid;Young person;Old person,No
White person,PlayingCello,White person PlayingCello,Christina Perri - A Thousand Years  [Piano Guys Cover That’ll Melt Your Heart],QgaTQ5-XfMM,https://www.youtube.com/watch?v=QgaTQ5-XfMM,Christina Perri - A Thousand Years [Piano Guys Cover That'll Melt Your Heart] Watch more Piano Guys Videos ...,2012-05-10T01:00:05Z,271,231598187,1663299,43999,"Classical music, Music, Pop music",PlayingCello_results.csv,White person;Male;Indian person;Old person,No
White person,PlayingCello,White person PlayingCello,Kevin Olusola in CPR&#39;s Performance Studio,vfbsFEvauTI,https://www.youtube.com/watch?v=vfbsFEvauTI,Kevin Olusola of Pentatonix visits the CPR Performance Studio for a unique performance that combines beatboxing and cello.,2011-11-28T16:35:16Z,279,703703,8557,482,"Classical music, Hip hop music, Music",PlayingCello_results.csv,White person;Asian person,No
White person,PlayingCello,White person PlayingCello,Pangea (and a lonely girl plays the cello) Weird and high end sound quality!,7JHTyFWjIzk,https://www.youtube.com/watch?v=7JHTyFWjIzk,"About a suicide and the girl he leaves behind! 'Maybe in Pangea, Laurentia or Avalonia'.",2017-09-27T21:00:19Z,246,355,3,0,"Independent music, Jazz, Music",PlayingCello_results.csv,,No
White person,PlayingCello,White person PlayingCello,playing cello 101,F-6_hDz0Osk,https://www.youtube.com/watch?v=F-6_hDz0Osk,Did this for one of my classes. Hope this makes things a bit more simple for whoever needed some quick tips:),2013-03-10T08:26:08Z,298,577,3,2,"Classical music, Music",PlayingCello_results.csv,White person;Old person,No
White person,PlayingCello,White person PlayingCello,Kamila Valieva - Exhibition - Wednesday,_qIjey2Bx_M,https://www.youtube.com/watch?v=_qIjey2Bx_M,The skater: https://www.instagram.com/kamilavalieva26/,2022-12-26T11:52:19Z,296,36080153,273742,5413,"Hobby, Lifestyle (sociology), Performing arts",PlayingCello_results.csv,White person;Black person;Female;Kid;Young person;Red hair;Black hair;White hair,No
White person,PlayingCello,White person PlayingCello,"Christmas 2022 - Believe, from Polar Express",pd6-FC_Q5xc,https://www.youtube.com/watch?v=pd6-FC_Q5xc,"A fun Christmas project. Believe, and you shall receive presents...",2022-12-24T18:41:54Z,258,196,7,0,"Christian music, Classical music, Music",PlayingCello_results.csv,,No
White person,PlayingCello,White person PlayingCello,Nathaniel Ayers,_Kg2sqwmFuI,https://www.youtube.com/watch?v=_Kg2sqwmFuI,,2013-03-19T09:10:55Z,279,5817,34,3,"Classical music, Music, Music of Latin America",PlayingCello_results.csv,,No
White person,PlayingCello,White person PlayingCello,Videli Free Footage - Female musician playing the cello,DU4WMJ4USQ0,https://www.youtube.com/watch?v=DU4WMJ4USQ0,"Very close shot of a young female cellist, playing the cello with great skill and expertise, in a dark place. Young female musician ...",2022-10-11T21:31:45Z,271,296,23,1,"Classical music, Music",PlayingCello_results.csv,White person;Black hair;White hair,No
White person,PlayingCello,White person PlayingCello,"I played a cello like a guitar, and surprise surprise, it sounds like Shit",Z2KXxJ4tV0k,https://www.youtube.com/watch?v=Z2KXxJ4tV0k,,2019-03-16T12:38:29Z,245,752468,58703,3574,"Independent music, Music",PlayingCello_results.csv,,No
White person,PlayingCello,White person PlayingCello,참 아름다워라 주님의 세계는 How beautiful the Lord&#39;s world is! (면역력이 좋아지는 첼로음악) Cello music improves immunity,Qk75OqZ4uoo,https://www.youtube.com/watch?v=Qk75OqZ4uoo,"[이야기가있는 찬양] 개나리,진달래, 벚꽃 등 봄꽃이 아름다운 꽃을 피우고 있는 계절이에요. 하나님께서 만드신 아름다운 세상에서 ...",2020-04-02T19:00:12Z,297,1375,159,36,"Music, Music of Asia",PlayingCello_results.csv,,No
White person,PlayingCello,White person PlayingCello,"Silent Night (Guitar,/Cello)",qxNvaZ2XQGk,https://www.youtube.com/watch?v=qxNvaZ2XQGk,One year playing cello!,2017-12-04T05:12:56Z,246,581,8,3,"Christian music, Classical music, Music",PlayingCello_results.csv,,No
White person,PlayingCello,White person PlayingCello,Paint It Black,YBL6b75qYyw,https://www.youtube.com/watch?v=YBL6b75qYyw,"B""H ""Paint It Black"" is a song recorded in 1966 by the English rock band the Rolling Stones. A product of the songwriting ...",2023-08-04T11:47:42Z,288,923,70,91,"Music, Pop music, Rock music",PlayingCello_results.csv,White person;Black person;Hispanic person;Middle Eastern person;Indian person,No
White person,PlayingCello,White person PlayingCello,Elden Ring Main Theme Epic Cello Cover,_4VxtrZJFJo,https://www.youtube.com/watch?v=_4VxtrZJFJo,The Elden Ring Theme Sounds Even More Epic On Cello! Download or Stream this song: ▶️ STREAM THE ALBUM: ...,2022-03-14T17:00:10Z,259,9160,399,44,"Classical music, Music",PlayingCello_results.csv,White person;Hispanic person,No
Black person,PlayingCello,Black person PlayingCello,2CELLOS - Thunderstruck [OFFICIAL VIDEO],uT3SBzmDxGk,https://www.youtube.com/watch?v=uT3SBzmDxGk,http://www.instagram.com/2cellosofficial http://www.facebook.com/2Cellos Listen to all our music at ...,2014-02-18T22:06:42Z,299,279202504,3347042,91521,"Classical music, Music, Rock music",PlayingCello_results.csv,Black person;Male;Kid;Young person,No
Black person,PlayingCello,Black person PlayingCello,2CELLOS - Highway To Hell feat. Steve Vai [OFFICIAL VIDEO],qfGggAGITwg,https://www.youtube.com/watch?v=qfGggAGITwg,http://www.instagram.com/2cellosofficial http://www.facebook.com/2Cellos Listen to all our music at ...,2013-08-07T16:26:24Z,262,65072890,606354,9858,"Electronic music, Independent music, Music, Rock music",PlayingCello_results.csv,White person;Black person;Male;Female;Kid;Young person;Old person,Yes
Black person,PlayingCello,Black person PlayingCello,2CELLOS - Whole Lotta Love vs. Beethoven 5th Symphony [OFFICIAL VIDEO],x8yymm3DtVA,https://www.youtube.com/watch?v=x8yymm3DtVA,http://www.instagram.com/2cellosofficial http://www.facebook.com/2Cellos Listen to all our music at ...,2016-04-08T07:37:03Z,261,32643834,343652,6326,"Classical music, Music",PlayingCello_results.csv,White person;Black person;Male;Female;Kid;Young person;Old person,Yes
Black person,PlayingCello,Black person PlayingCello,Paint It Black - Wednesday Playing Cello | LOFI HIP-HOP (Season 2 Soundtrack Netflix),NjZrkBy69NY,https://www.youtube.com/watch?v=NjZrkBy69NY,1 HOUR VERSION: https://youtu.be/n_dnEI9PVeE ♫ Film & TV Epic Collection: https://bit.ly/3jzzbCy Listen to My Music Here: ...,2022-12-06T14:00:09Z,259,48630,1724,53,"Electronic music, Music",PlayingCello_results.csv,,No
Black person,PlayingCello,Black person PlayingCello,2CELLOS - Smooth Criminal [OFFICIAL VIDEO],Mx0xCI1jaUM,https://www.youtube.com/watch?v=Mx0xCI1jaUM,http://www.instagram.com/2cellosofficial http://www.facebook.com/2Cellos Listen to all our music at ...,2013-07-27T16:09:15Z,246,41348361,398041,10349,"Classical music, Music",PlayingCello_results.csv,Black person;Male;Old person,No
Black person,PlayingCello,Black person PlayingCello,Tyler Butler-Figueroa OVERCOMES Bullies With INSPIRING Violin Audition! | America&#39;s Got Talent,FORyOEMtPI4,https://www.youtube.com/watch?v=FORyOEMtPI4,"Hey, if you hadn't had a chance to watch HERE are the best AGT 2023 auditions https://youtu.be/V55xv4zaXL8 What?",2019-06-12T02:51:11Z,298,4451573,66541,2072,"Classical music, Entertainment, Television program",PlayingCello_results.csv,Black person;Hispanic person;Male;Indian person;Asian person;Thin body;Kid;Young person;Old person,No
Black person,PlayingCello,Black person PlayingCello,The Phantom of the Opera - Prague Cello Quartet [Official video],qpbX7SbXOtU,https://www.youtube.com/watch?v=qpbX7SbXOtU,PRAGUE CELLO QUARTET Buy our new ALBUM: https://music.apple.com/cz/album/best-of-more/1661160232?l=cs Buy this ...,2017-12-17T16:30:00Z,252,46620601,925561,7552,"Classical music, Music",PlayingCello_results.csv,Black person;Hispanic person;Male;Female;Young person,No
Black person,PlayingCello,Black person PlayingCello,APOCALYPTICA: Nothing Else Matters. (WEDNESDAY SEASON 1 SOUNDTRACK). 1 X 03,NxDPYAJgZgM,https://www.youtube.com/watch?v=NxDPYAJgZgM,"As a fan of the series, a classic from Episode 3 of Wednesday, available on Netflix November 23rd. Copyright Disclaimer Under ...",2022-11-24T13:20:09Z,283,2961534,47039,1187,"Music, Rock music, Television program",PlayingCello_results.csv,Black person;Female,No
Black person,PlayingCello,Black person PlayingCello,2CELLOS - Livin&#39; On A Prayer [OFFICIAL VIDEO],VvqImsjpfPo,https://www.youtube.com/watch?v=VvqImsjpfPo,From our new album DEDICATED - OUT NOW!! https://2cellos.lnk.to/dedicated http://www.instagram.com/2cellosofficial ...,2021-04-01T12:00:12Z,262,5196285,103715,4369,"Music, Rock music",PlayingCello_results.csv,Black person;Male;Old person,No
Black person,PlayingCello,Black person PlayingCello,Paddy&#39;s Lamentation - Mary Black  De Dannan,yq4BPhyj3BU,https://www.youtube.com/watch?v=yq4BPhyj3BU,"Mary Black along with De Dannan and Caroline Levalle playing cello, singing Paddy's Lamentation. Well it's by the hush, me boys ...",2008-04-29T12:25:12Z,300,132428,791,88,"Country music, Music",PlayingCello_results.csv,,No
Black person,PlayingCello,Black person PlayingCello,KOG Black NYC subway Cello player,BULaccuPrxA,https://www.youtube.com/watch?v=BULaccuPrxA,Hands on.,2016-08-08T10:48:32Z,283,172,3,6,Music,PlayingCello_results.csv,,No
Black person,PlayingCello,Black person PlayingCello,Wednesday Playing Cello but it&#39;s Westworld&#39;s Paint It Black,qdLL-ayqUik,https://www.youtube.com/watch?v=qdLL-ayqUik,Subscribe for more epic music! Download high quality MP3/WAV: https://www.patreon.com/diegomitre ☕️ Buy me a coffee!,2022-12-08T03:22:53Z,256,61148,1209,31,"Electronic music, Music",PlayingCello_results.csv,,No
Black person,PlayingCello,Black person PlayingCello,Kamila Valieva - Exhibition - Wednesday,_qIjey2Bx_M,https://www.youtube.com/watch?v=_qIjey2Bx_M,The skater: https://www.instagram.com/kamilavalieva26/,2022-12-26T11:52:19Z,296,36080153,273742,5413,"Hobby, Lifestyle (sociology), Performing arts",PlayingCello_results.csv,White person;Black person;Female;Kid;Young person;Red hair;Black hair;White hair,Yes
Black person,PlayingCello,Black person PlayingCello,&#39;Lose Control&#39; Teddy Swims Surprise Street Show with Pace Randolph,ieB4RXRCbA8,https://www.youtube.com/watch?v=ieB4RXRCbA8,Had the pleasure of doing a surprise pop up show on the streets of Sydney last Friday with the great and powerful Teddy Swims.,2024-07-26T20:00:16Z,267,14936090,219341,3059,"Music, Pop music, Soul music",PlayingCello_results.csv,Black person;Male;Asian person;Kid;Young person,No
Black person,PlayingCello,Black person PlayingCello,"Paint It, Black (Epic Cello Version)",gQDtey3jpts,https://www.youtube.com/watch?v=gQDtey3jpts,"Provided to YouTube by DistroKid Paint It, Black (Epic Cello Version) · Diego Mitre Paint It, Black (Epic Cello Version) ℗ Diego ...",2022-12-21T10:47:05Z,253,403929,7488,65,"Classical music, Music",PlayingCello_results.csv,,No
Black person,PlayingCello,Black person PlayingCello,2022 World Dance Championship - PAINT IT BLACK,wy6FvShFBvY,https://www.youtube.com/watch?v=wy6FvShFBvY,"Inspire Performing Arts Company~ Charlotte, NC 2022 SDA WORLD DANCE CHAMPIONSHIP ""Paint it Black"" Choreographer: ...",2022-08-09T14:17:18Z,263,5855,67,0,"Music, Performing arts, Pop music",PlayingCello_results.csv,,No
Black person,PlayingCello,Black person PlayingCello,(Wednesday Adam&#39;s) &quot;Paint It Black&quot; HD,H5ZrF3NH2Q4,https://www.youtube.com/watch?v=H5ZrF3NH2Q4,Wednesday Music Video HD paint it black.,2022-12-04T07:56:20Z,246,383,4,0,"Film, Music, Pop music",PlayingCello_results.csv,,No
Black person,PlayingCello,Black person PlayingCello,Paint It Black,YBL6b75qYyw,https://www.youtube.com/watch?v=YBL6b75qYyw,"B""H ""Paint It Black"" is a song recorded in 1966 by the English rock band the Rolling Stones. A product of the songwriting ...",2023-08-04T11:47:42Z,288,923,70,91,"Music, Pop music, Rock music",PlayingCello_results.csv,White person;Black person;Hispanic person;Middle Eastern person;Indian person,Yes
Hispanic person,PlayingCello,Hispanic person PlayingCello,Tyler Butler-Figueroa OVERCOMES Bullies With INSPIRING Violin Audition! | America&#39;s Got Talent,FORyOEMtPI4,https://www.youtube.com/watch?v=FORyOEMtPI4,"Hey, if you hadn't had a chance to watch HERE are the best AGT 2023 auditions https://youtu.be/V55xv4zaXL8 What?",2019-06-12T02:51:11Z,298,4451573,66541,2072,"Classical music, Entertainment, Television program",PlayingCello_results.csv,Black person;Hispanic person;Male;Indian person;Asian person;Thin body;Kid;Young person;Old person,Yes
Hispanic person,PlayingCello,Hispanic person PlayingCello,Train Station STOPPED When This CELLIST Joined Me | Umberto Tozzi - Ti Amo,wCF_eVdy2z4,https://www.youtube.com/watch?v=wCF_eVdy2z4,The lovely @cellistjenny joined me in performing Ti Amo by Umberto Tozzi. Enjoy! Spotify ...,2024-02-22T14:51:16Z,249,676206,7709,267,"Music, Pop music",PlayingCello_results.csv,Hispanic person;Male,No
Hispanic person,PlayingCello,Hispanic person PlayingCello,Tango Espressivo,HcdP8wdrGMc,https://www.youtube.com/watch?v=HcdP8wdrGMc,,2022-03-27T16:35:32Z,244,299,6,0,"Classical music, Music, Music of Latin America",PlayingCello_results.csv,,No
Hispanic person,PlayingCello,Hispanic person PlayingCello,Joining a Cello Street Performer with my Freestyle Dance - at Istanbul&#39;s Taksim Metro Station,yUcOtigoRTI,https://www.youtube.com/watch?v=yUcOtigoRTI,Instagram: @dilara_moon @onuralpcello Filmed by: @ramboparkour.,2021-01-03T19:06:19Z,250,401,10,4,"Music, Performing arts",PlayingCello_results.csv,,No
Hispanic person,PlayingCello,Hispanic person PlayingCello,The Phantom of the Opera - Prague Cello Quartet [Official video],qpbX7SbXOtU,https://www.youtube.com/watch?v=qpbX7SbXOtU,PRAGUE CELLO QUARTET Buy our new ALBUM: https://music.apple.com/cz/album/best-of-more/1661160232?l=cs Buy this ...,2017-12-17T16:30:00Z,252,46620601,925561,7552,"Classical music, Music",PlayingCello_results.csv,Black person;Hispanic person;Male;Female;Young person,Yes
Hispanic person,PlayingCello,Hispanic person PlayingCello,Tango &amp; ChaCha Cello Part,K80FWt_x4xs,https://www.youtube.com/watch?v=K80FWt_x4xs,Correct rhythm is the key to mastering this combination of dance numbers. Play along and have a blast as you get used to these ...,2022-01-18T17:26:57Z,258,341,9,0,"Classical music, Music, Music of Latin America",PlayingCello_results.csv,,No
Hispanic person,PlayingCello,Hispanic person PlayingCello,Pierre Leiba playing Malaguena by Lecuona,tRFyRombZpM,https://www.youtube.com/watch?v=tRFyRombZpM,My own arrangment of Malaguena. Accompanied by Natasha Sealey-Worrel. Worrel's School of Music concert.,2014-12-13T16:31:57Z,268,122,1,0,"Classical music, Music, Music of Latin America",PlayingCello_results.csv,,No
Hispanic person,PlayingCello,Hispanic person PlayingCello,Kevin Olusola&#39;s Amazing Solo Cello Beatbox Combo VIDEO,NKVNrrrNxU0,https://www.youtube.com/watch?v=NKVNrrrNxU0,,2011-04-20T00:12:59Z,256,1378833,16954,854,Music,PlayingCello_results.csv,,No
Hispanic person,PlayingCello,Hispanic person PlayingCello,"Nathaniel and Ron, 2009 San Diego",0T4m8GU_Dvg,https://www.youtube.com/watch?v=0T4m8GU_Dvg,"Ron Robinson, a very talented Classical pianist, was kind enough to share his talent with us and accompanied Nathaniel.",2010-04-05T01:37:02Z,263,5505,47,4,"Classical music, Jazz, Music",PlayingCello_results.csv,,No
Hispanic person,PlayingCello,Hispanic person PlayingCello,Paint It Black,YBL6b75qYyw,https://www.youtube.com/watch?v=YBL6b75qYyw,"B""H ""Paint It Black"" is a song recorded in 1966 by the English rock band the Rolling Stones. A product of the songwriting ...",2023-08-04T11:47:42Z,288,923,70,91,"Music, Pop music, Rock music",PlayingCello_results.csv,White person;Black person;Hispanic person;Middle Eastern person;Indian person,Yes
Hispanic person,PlayingCello,Hispanic person PlayingCello,Talia Erdal – Feather,9vAU3EsiqpI,https://www.youtube.com/watch?v=9vAU3EsiqpI,אנסמבל קרנטיני רותם ברטן - חליל מיכאל רוסלר - בסון טליה ארדל - צ'לו ושירה דניאל שוורצוולד - פסנתר Talia Erdal – Feather Talia Erdal - cello ...,2022-05-13T16:04:24Z,274,228,0,0,"Classical music, Music",PlayingCello_results.csv,,No
Hispanic person,PlayingCello,Hispanic person PlayingCello,I Tried To Play Guitar With FAKE NAILS,GH1ZzbOZ1gU,https://www.youtube.com/watch?v=GH1ZzbOZ1gU,"I got the idea to do this from another YT Video, but I struggled so much to just get the nails on that I didn't even play for that long.",2022-04-21T23:31:03Z,278,535,22,6,Music,PlayingCello_results.csv,,No
Hispanic person,PlayingCello,Hispanic person PlayingCello,Elden Ring Main Theme Epic Cello Cover,_4VxtrZJFJo,https://www.youtube.com/watch?v=_4VxtrZJFJo,The Elden Ring Theme Sounds Even More Epic On Cello! Download or Stream this song: ▶️ STREAM THE ALBUM: ...,2022-03-14T17:00:10Z,259,9163,399,44,"Classical music, Music",PlayingCello_results.csv,White person;Hispanic person,Yes
Male,PlayingCello,Male PlayingCello,2CELLOS - Thunderstruck [OFFICIAL VIDEO],uT3SBzmDxGk,https://www.youtube.com/watch?v=uT3SBzmDxGk,http://www.instagram.com/2cellosofficial http://www.facebook.com/2Cellos Listen to all our music at ...,2014-02-18T22:06:42Z,299,279202504,3347042,91521,"Classical music, Music, Rock music",PlayingCello_results.csv,Black person;Male;Kid;Young person,Yes
Male,PlayingCello,Male PlayingCello,LoLa &amp; Hauser - Moonlight Sonata,AzWDs26YL9Y,https://www.youtube.com/watch?v=AzWDs26YL9Y,https://www.instagram.com/lolaastanova https://www.instagram.com/hausercello Lola Astanova and Hauser performing Moonlight ...,2018-04-20T16:16:56Z,248,71280406,506532,25483,"Classical music, Music",PlayingCello_results.csv,Male;Female;Kid;Old person,No
Male,PlayingCello,Male PlayingCello,HAUSER - Wicked Game,0C-dNgypA5M,https://www.youtube.com/watch?v=0C-dNgypA5M,https://linktr.ee/hausercello https://www.instagram.com/hausercello https://www.facebook.com/hauserofficial ...,2021-07-01T18:15:30Z,294,22888253,417410,12889,"Classical music, Electronic music, Music",PlayingCello_results.csv,White person;Male;Female;Indian person;Asian person;Young person,Yes
Male,PlayingCello,Male PlayingCello,2CELLOS - Highway To Hell feat. Steve Vai [OFFICIAL VIDEO],qfGggAGITwg,https://www.youtube.com/watch?v=qfGggAGITwg,http://www.instagram.com/2cellosofficial http://www.facebook.com/2Cellos Listen to all our music at ...,2013-08-07T16:26:24Z,262,65072890,606354,9858,"Electronic music, Independent music, Music, Rock music",PlayingCello_results.csv,White person;Black person;Male;Female;Kid;Young person;Old person,Yes
