video_name,thin and tall_count,thin and short_count,wide and tall_count,wide and short_count,final,category
v_StillRings_g02_c04,0,1,0,4,wide and short,StillRings
v_StillRings_g04_c02,0,1,0,4,wide and short,StillRings
v_StillRings_g04_c04,0,2,0,3,wide and short,StillRings
v_StillRings_g05_c01,0,2,0,3,wide and short,StillRings
v_StillRings_g09_c03,0,0,0,5,wide and short,StillRings
v_StillRings_g10_c06,0,3,0,2,thin and short,StillRings
v_StillRings_g12_c02,0,2,0,3,wide and short,StillRings
v_StillRings_g12_c04,0,1,0,4,wide and short,StillRings
v_StillRings_g13_c04,0,0,0,5,wide and short,StillRings
v_StillRings_g17_c04,0,0,0,5,wide and short,StillRings
v_StillRings_g18_c04,0,3,0,2,thin and short,StillRings
v_StillRings_g19_c04,0,1,0,4,wide and short,StillRings
v_StillRings_g21_c01,0,1,0,4,wide and short,StillRings
v_StillRings_g21_c02,0,2,0,3,wide and short,StillRings
v_StillRings_g21_c04,0,2,0,3,wide and short,StillRings
v_StillRings_g23_c04,0,2,0,3,wide and short,StillRings
v_SumoWrestling_g02_c02,0,1,0,4,wide and short,SumoWrestling
v_SumoWrestling_g03_c03,0,4,0,1,thin and short,SumoWrestling
v_SumoWrestling_g05_c03,0,4,0,1,thin and short,SumoWrestling
v_SumoWrestling_g09_c02,0,2,0,3,wide and short,SumoWrestling
v_SumoWrestling_g11_c02,0,1,0,4,wide and short,SumoWrestling
v_SumoWrestling_g12_c04,0,2,0,3,wide and short,SumoWrestling
v_SumoWrestling_g16_c03,0,0,0,5,wide and short,SumoWrestling
v_SumoWrestling_g17_c03,0,1,0,4,wide and short,SumoWrestling
v_SumoWrestling_g20_c04,0,4,0,1,thin and short,SumoWrestling
v_SumoWrestling_g21_c03,0,2,0,3,wide and short,SumoWrestling
v_SumoWrestling_g23_c03,0,0,0,5,wide and short,SumoWrestling
v_SumoWrestling_g25_c04,0,2,0,3,wide and short,SumoWrestling
v_Surfing_g01_c02,0,3,0,2,thin and short,Surfing
v_Surfing_g01_c03,0,3,0,2,thin and short,Surfing
v_Surfing_g01_c05,0,4,0,1,thin and short,Surfing
v_Surfing_g02_c01,0,2,0,3,wide and short,Surfing
v_Surfing_g04_c02,0,1,0,4,wide and short,Surfing
v_Surfing_g05_c02,0,2,0,3,wide and short,Surfing
v_Surfing_g05_c04,0,2,0,3,wide and short,Surfing
v_Surfing_g06_c01,0,1,0,4,wide and short,Surfing
v_Surfing_g06_c04,0,2,0,3,wide and short,Surfing
v_Surfing_g07_c02,0,2,0,3,wide and short,Surfing
v_Surfing_g08_c02,0,3,0,2,thin and short,Surfing
v_Surfing_g08_c05,0,3,0,2,thin and short,Surfing
v_Surfing_g08_c06,0,4,0,1,thin and short,Surfing
v_Surfing_g09_c02,0,0,0,5,wide and short,Surfing
v_Surfing_g09_c05,0,1,0,4,wide and short,Surfing
v_Surfing_g12_c02,0,2,0,3,wide and short,Surfing
v_Surfing_g12_c04,0,0,0,5,wide and short,Surfing
v_Surfing_g12_c06,0,1,0,4,wide and short,Surfing
v_Surfing_g13_c03,0,4,0,1,thin and short,Surfing
v_Surfing_g14_c01,0,0,0,5,wide and short,Surfing
v_Surfing_g14_c04,0,1,0,4,wide and short,Surfing
v_Surfing_g15_c01,0,5,0,0,thin and short,Surfing
v_Surfing_g15_c04,0,4,0,1,thin and short,Surfing
v_Surfing_g15_c07,0,4,0,1,thin and short,Surfing
v_Surfing_g16_c05,0,3,0,2,thin and short,Surfing
v_Surfing_g16_c06,0,4,0,1,thin and short,Surfing
v_Surfing_g17_c03,0,1,0,4,wide and short,Surfing
v_Surfing_g17_c06,0,1,0,4,wide and short,Surfing
v_Surfing_g17_c07,0,0,0,5,wide and short,Surfing
v_Surfing_g18_c01,0,3,0,2,thin and short,Surfing
v_Surfing_g19_c02,0,1,0,4,wide and short,Surfing
v_Surfing_g19_c04,0,2,0,3,wide and short,Surfing
v_Surfing_g20_c04,0,3,0,2,thin and short,Surfing
v_Surfing_g20_c05,0,3,0,2,thin and short,Surfing
v_Surfing_g22_c04,0,2,0,3,wide and short,Surfing
v_Surfing_g23_c03,0,2,0,3,wide and short,Surfing
v_Surfing_g24_c04,0,1,0,4,wide and short,Surfing
v_Surfing_g25_c03,0,3,0,2,thin and short,Surfing
v_Swing_g01_c03,0,1,0,4,wide and short,Swing
v_Swing_g01_c04,0,1,0,4,wide and short,Swing
v_Swing_g06_c04,0,3,0,2,thin and short,Swing
v_Swing_g06_c07,0,3,0,2,thin and short,Swing
v_Swing_g07_c02,0,3,0,2,thin and short,Swing
v_Swing_g14_c02,0,2,0,3,wide and short,Swing
v_Swing_g14_c03,0,2,0,3,wide and short,Swing
v_Swing_g18_c03,0,3,0,2,thin and short,Swing
v_Swing_g22_c04,0,4,0,1,thin and short,Swing
v_Swing_g22_c05,0,3,0,2,thin and short,Swing
v_Swing_g23_c01,0,3,0,2,thin and short,Swing
v_Swing_g23_c03,0,3,0,2,thin and short,Swing
v_Swing_g24_c04,0,3,0,2,thin and short,Swing
v_TableTennisShot_g09_c01,0,4,0,1,thin and short,TableTennisShot
v_TableTennisShot_g09_c02,0,4,0,1,thin and short,TableTennisShot
v_TableTennisShot_g09_c06,0,5,0,0,thin and short,TableTennisShot
v_TableTennisShot_g12_c01,0,4,0,1,thin and short,TableTennisShot
v_TableTennisShot_g20_c07,0,0,0,5,wide and short,TableTennisShot
v_TableTennisShot_g25_c03,0,5,0,0,thin and short,TableTennisShot
v_TableTennisShot_g25_c04,0,4,0,1,thin and short,TableTennisShot
v_TableTennisShot_g25_c05,0,3,0,2,thin and short,TableTennisShot
v_TaiChi_g03_c02,0,2,0,3,wide and short,TaiChi
v_TaiChi_g04_c03,0,2,0,3,wide and short,TaiChi
v_TaiChi_g04_c04,0,1,0,4,wide and short,TaiChi
v_TaiChi_g05_c01,0,3,0,2,thin and short,TaiChi
v_TaiChi_g07_c01,0,1,0,4,wide and short,TaiChi
v_TaiChi_g07_c03,0,1,0,4,wide and short,TaiChi
v_TaiChi_g08_c03,0,2,0,3,wide and short,TaiChi
v_TaiChi_g08_c04,0,0,0,5,wide and short,TaiChi
v_TaiChi_g12_c02,0,4,0,1,thin and short,TaiChi
v_TaiChi_g14_c01,0,4,0,1,thin and short,TaiChi
v_TaiChi_g15_c02,0,0,0,5,wide and short,TaiChi
v_TaiChi_g19_c04,0,2,0,3,wide and short,TaiChi
v_TaiChi_g20_c02,0,4,0,1,thin and short,TaiChi
v_TaiChi_g23_c04,0,3,0,2,thin and short,TaiChi
v_TennisSwing_g03_c07,0,4,0,1,thin and short,TennisSwing
v_TennisSwing_g05_c01,0,1,0,4,wide and short,TennisSwing
v_TennisSwing_g05_c07,0,1,0,4,wide and short,TennisSwing
v_TennisSwing_g11_c02,0,2,0,3,wide and short,TennisSwing
v_TennisSwing_g11_c05,0,1,0,4,wide and short,TennisSwing
v_TennisSwing_g11_c07,0,1,0,4,wide and short,TennisSwing
v_TennisSwing_g14_c01,0,3,0,2,thin and short,TennisSwing
v_TennisSwing_g14_c03,0,3,0,2,thin and short,TennisSwing
v_TennisSwing_g15_c04,0,3,0,2,thin and short,TennisSwing
v_TennisSwing_g21_c03,0,3,0,2,thin and short,TennisSwing
v_TennisSwing_g23_c02,0,4,0,1,thin and short,TennisSwing
v_TennisSwing_g24_c01,0,3,0,2,thin and short,TennisSwing
v_ThrowDiscus_g02_c01,0,0,0,5,wide and short,ThrowDiscus
v_ThrowDiscus_g02_c02,0,0,0,5,wide and short,ThrowDiscus
v_ThrowDiscus_g02_c03,0,0,0,5,wide and short,ThrowDiscus
v_ThrowDiscus_g04_c04,0,2,0,3,wide and short,ThrowDiscus
v_ThrowDiscus_g05_c02,0,1,0,4,wide and short,ThrowDiscus
v_ThrowDiscus_g05_c05,0,1,0,4,wide and short,ThrowDiscus
v_ThrowDiscus_g06_c02,0,2,0,3,wide and short,ThrowDiscus
v_ThrowDiscus_g06_c04,0,2,0,3,wide and short,ThrowDiscus
v_ThrowDiscus_g07_c05,0,3,0,2,thin and short,ThrowDiscus
v_ThrowDiscus_g07_c06,0,3,0,2,thin and short,ThrowDiscus
v_ThrowDiscus_g08_c01,0,3,0,2,thin and short,ThrowDiscus
v_ThrowDiscus_g09_c01,0,3,0,2,thin and short,ThrowDiscus
v_ThrowDiscus_g09_c03,0,3,0,2,thin and short,ThrowDiscus
v_ThrowDiscus_g10_c01,0,2,0,3,wide and short,ThrowDiscus
v_ThrowDiscus_g10_c02,0,2,0,3,wide and short,ThrowDiscus
v_ThrowDiscus_g11_c03,0,4,0,1,thin and short,ThrowDiscus
v_ThrowDiscus_g14_c02,0,1,0,4,wide and short,ThrowDiscus
v_ThrowDiscus_g14_c04,0,1,0,4,wide and short,ThrowDiscus
v_ThrowDiscus_g17_c02,0,3,0,2,thin and short,ThrowDiscus
v_ThrowDiscus_g18_c02,0,0,0,5,wide and short,ThrowDiscus
v_ThrowDiscus_g18_c05,0,2,0,3,wide and short,ThrowDiscus
v_ThrowDiscus_g19_c01,0,1,0,4,wide and short,ThrowDiscus
v_ThrowDiscus_g19_c04,0,1,0,4,wide and short,ThrowDiscus
v_ThrowDiscus_g21_c07,0,4,0,1,thin and short,ThrowDiscus
v_ThrowDiscus_g22_c04,0,5,0,0,thin and short,ThrowDiscus
v_ThrowDiscus_g24_c02,0,3,0,2,thin and short,ThrowDiscus
v_ThrowDiscus_g25_c01,0,1,0,4,wide and short,ThrowDiscus
v_ThrowDiscus_g25_c03,0,0,0,5,wide and short,ThrowDiscus
v_TrampolineJumping_g01_c01,0,1,0,4,wide and short,TrampolineJumping
v_TrampolineJumping_g01_c04,0,2,0,3,wide and short,TrampolineJumping
v_TrampolineJumping_g03_c03,0,1,0,4,wide and short,TrampolineJumping
v_TrampolineJumping_g05_c01,0,2,0,3,wide and short,TrampolineJumping
v_TrampolineJumping_g05_c02,0,2,0,3,wide and short,TrampolineJumping
v_TrampolineJumping_g09_c05,0,3,0,2,thin and short,TrampolineJumping
v_TrampolineJumping_g11_c04,0,3,0,2,thin and short,TrampolineJumping
v_TrampolineJumping_g11_c06,0,3,0,2,thin and short,TrampolineJumping
v_TrampolineJumping_g14_c03,0,0,0,5,wide and short,TrampolineJumping
v_TrampolineJumping_g14_c04,0,2,0,3,wide and short,TrampolineJumping
v_TrampolineJumping_g15_c02,0,2,0,3,wide and short,TrampolineJumping
v_TrampolineJumping_g15_c04,0,0,0,5,wide and short,TrampolineJumping
v_TrampolineJumping_g19_c02,0,2,0,3,wide and short,TrampolineJumping
v_TrampolineJumping_g19_c06,0,2,0,3,wide and short,TrampolineJumping
v_TrampolineJumping_g23_c01,0,2,0,3,wide and short,TrampolineJumping
v_TrampolineJumping_g23_c03,0,1,0,4,wide and short,TrampolineJumping
v_TrampolineJumping_g24_c02,0,2,0,3,wide and short,TrampolineJumping
v_TrampolineJumping_g25_c01,0,0,0,5,wide and short,TrampolineJumping
v_TrampolineJumping_g25_c04,0,2,0,3,wide and short,TrampolineJumping
v_Typing_g04_c02,0,5,0,0,thin and short,Typing
v_Typing_g12_c01,0,1,0,4,wide and short,Typing
v_Typing_g17_c01,0,2,0,3,wide and short,Typing
v_Typing_g17_c02,0,1,0,4,wide and short,Typing
v_UnevenBars_g04_c02,0,1,0,4,wide and short,UnevenBars
v_UnevenBars_g06_c02,0,2,0,3,wide and short,UnevenBars
v_UnevenBars_g06_c03,0,1,0,4,wide and short,UnevenBars
v_UnevenBars_g07_c01,0,2,0,3,wide and short,UnevenBars
v_UnevenBars_g07_c02,0,1,0,4,wide and short,UnevenBars
v_UnevenBars_g12_c03,0,2,0,3,wide and short,UnevenBars
v_UnevenBars_g14_c04,0,2,0,3,wide and short,UnevenBars
v_UnevenBars_g15_c01,0,3,0,2,thin and short,UnevenBars
v_UnevenBars_g15_c02,0,3,0,2,thin and short,UnevenBars
v_UnevenBars_g15_c06,0,4,0,1,thin and short,UnevenBars
v_UnevenBars_g16_c05,0,0,0,5,wide and short,UnevenBars
v_UnevenBars_g18_c04,0,2,0,3,wide and short,UnevenBars
v_UnevenBars_g22_c01,0,2,0,3,wide and short,UnevenBars
v_UnevenBars_g24_c01,0,0,0,5,wide and short,UnevenBars
v_UnevenBars_g25_c02,0,0,0,5,wide and short,UnevenBars
v_VolleyballSpiking_g06_c04,0,4,0,1,thin and short,VolleyballSpiking
v_VolleyballSpiking_g13_c01,0,4,0,1,thin and short,VolleyballSpiking
v_VolleyballSpiking_g13_c03,0,3,0,2,thin and short,VolleyballSpiking
v_WalkingWithDog_g01_c04,0,0,0,5,wide and short,WalkingWithDog
v_WalkingWithDog_g03_c01,0,0,0,5,wide and short,WalkingWithDog
v_WalkingWithDog_g03_c02,0,1,0,4,wide and short,WalkingWithDog
v_WalkingWithDog_g04_c01,0,1,0,4,wide and short,WalkingWithDog
v_WalkingWithDog_g04_c05,0,2,0,3,wide and short,WalkingWithDog
v_WalkingWithDog_g05_c01,0,5,0,0,thin and short,WalkingWithDog
v_WalkingWithDog_g05_c02,0,5,0,0,thin and short,WalkingWithDog
v_WalkingWithDog_g06_c03,0,2,0,3,wide and short,WalkingWithDog
v_WalkingWithDog_g07_c04,0,4,0,1,thin and short,WalkingWithDog
v_WalkingWithDog_g07_c05,0,5,0,0,thin and short,WalkingWithDog
v_WalkingWithDog_g08_c05,0,1,0,4,wide and short,WalkingWithDog
v_WalkingWithDog_g10_c01,0,5,0,0,thin and short,WalkingWithDog
v_WalkingWithDog_g12_c05,0,1,0,4,wide and short,WalkingWithDog
v_WalkingWithDog_g13_c02,0,4,0,1,thin and short,WalkingWithDog
v_WalkingWithDog_g13_c05,0,4,0,1,thin and short,WalkingWithDog
v_WalkingWithDog_g14_c01,0,0,0,5,wide and short,WalkingWithDog
v_WalkingWithDog_g14_c02,0,2,0,3,wide and short,WalkingWithDog
v_WalkingWithDog_g15_c01,0,1,0,4,wide and short,WalkingWithDog
v_WalkingWithDog_g15_c03,0,1,0,4,wide and short,WalkingWithDog
v_WalkingWithDog_g16_c02,0,0,0,5,wide and short,WalkingWithDog
v_WalkingWithDog_g16_c03,0,2,0,3,wide and short,WalkingWithDog
v_WalkingWithDog_g17_c02,0,1,0,4,wide and short,WalkingWithDog
v_WalkingWithDog_g17_c03,0,1,0,4,wide and short,WalkingWithDog
v_WalkingWithDog_g18_c03,0,3,0,2,thin and short,WalkingWithDog
v_WalkingWithDog_g19_c02,0,3,0,2,thin and short,WalkingWithDog
v_WalkingWithDog_g20_c05,0,2,0,3,wide and short,WalkingWithDog
v_WalkingWithDog_g20_c06,0,0,0,5,wide and short,WalkingWithDog
v_WalkingWithDog_g20_c07,0,2,0,3,wide and short,WalkingWithDog
v_WalkingWithDog_g21_c04,0,4,0,1,thin and short,WalkingWithDog
v_WalkingWithDog_g22_c04,0,1,0,4,wide and short,WalkingWithDog
v_WalkingWithDog_g23_c01,0,5,0,0,thin and short,WalkingWithDog
v_WallPushups_g09_c02,0,0,0,5,wide and short,WallPushups
v_WallPushups_g09_c05,0,2,0,3,wide and short,WallPushups
v_WallPushups_g18_c02,0,4,0,1,thin and short,WallPushups
v_WallPushups_g18_c05,0,5,0,0,thin and short,WallPushups
v_WallPushups_g21_c01,0,4,0,1,thin and short,WallPushups
v_WallPushups_g21_c03,0,3,0,2,thin and short,WallPushups
v_WallPushups_g21_c05,0,3,0,2,thin and short,WallPushups
v_WritingOnBoard_g01_c01,0,1,0,4,wide and short,WritingOnBoard
v_WritingOnBoard_g05_c05,0,3,0,2,thin and short,WritingOnBoard
v_WritingOnBoard_g12_c02,0,1,0,4,wide and short,WritingOnBoard
v_WritingOnBoard_g12_c03,0,2,0,3,wide and short,WritingOnBoard
v_WritingOnBoard_g13_c04,0,0,0,5,wide and short,WritingOnBoard
v_WritingOnBoard_g13_c05,0,0,0,5,wide and short,WritingOnBoard
v_WritingOnBoard_g13_c06,0,0,0,5,wide and short,WritingOnBoard
v_WritingOnBoard_g14_c01,0,5,0,0,thin and short,WritingOnBoard
v_WritingOnBoard_g15_c04,0,3,0,2,thin and short,WritingOnBoard
v_WritingOnBoard_g16_c01,0,3,0,2,thin and short,WritingOnBoard
v_WritingOnBoard_g16_c02,1,2,0,2,thin and short,WritingOnBoard
v_WritingOnBoard_g17_c01,0,5,0,0,thin and short,WritingOnBoard
v_WritingOnBoard_g17_c02,0,3,0,2,thin and short,WritingOnBoard
v_WritingOnBoard_g18_c03,3,1,0,1,thin and tall,WritingOnBoard
v_WritingOnBoard_g18_c05,1,0,0,4,wide and short,WritingOnBoard
v_WritingOnBoard_g18_c06,0,1,0,4,wide and short,WritingOnBoard
v_WritingOnBoard_g18_c07,1,1,0,3,wide and short,WritingOnBoard
v_WritingOnBoard_g20_c07,0,3,0,2,thin and short,WritingOnBoard
v_WritingOnBoard_g22_c01,0,3,0,2,thin and short,WritingOnBoard
v_WritingOnBoard_g23_c01,0,3,0,2,thin and short,WritingOnBoard
v_WritingOnBoard_g23_c02,0,5,0,0,thin and short,WritingOnBoard
v_WritingOnBoard_g23_c07,0,3,0,2,thin and short,WritingOnBoard
v_WritingOnBoard_g24_c01,1,2,0,2,thin and short,WritingOnBoard
v_WritingOnBoard_g25_c03,0,1,0,4,wide and short,WritingOnBoard
v_WritingOnBoard_g25_c05,0,1,0,4,wide and short,WritingOnBoard
v_WritingOnBoard_g25_c06,2,1,0,2,thin and tall,WritingOnBoard
v_YoYo_g01_c06,0,1,0,4,wide and short,YoYo
v_YoYo_g02_c01,0,1,0,4,wide and short,YoYo
v_YoYo_g14_c03,0,1,0,4,wide and short,YoYo
v_YoYo_g14_c04,0,2,0,3,wide and short,YoYo
v_YoYo_g16_c02,0,2,0,3,wide and short,YoYo
v_YoYo_g16_c04,0,2,0,3,wide and short,YoYo
v_YoYo_g16_c06,0,2,0,3,wide and short,YoYo
v_YoYo_g18_c01,0,2,0,3,wide and short,YoYo
v_YoYo_g19_c03,0,2,0,3,wide and short,YoYo
v_YoYo_g21_c03,0,1,0,4,wide and short,YoYo
v_YoYo_g21_c04,0,0,0,5,wide and short,YoYo
v_YoYo_g22_c04,0,2,0,3,wide and short,YoYo
v_YoYo_g23_c03,0,2,0,3,wide and short,YoYo
