video_name,count_white,count_asian,count_black,count_middle_eastern,count_indian,count_hispanic,count_unknown,final
v_HulaHoop_g03_c01.,45,0,0,0,5,0,0,white
v_HulaHoop_g04_c01,5,5,3,0,9,22,6,hispanic
v_HulaHoop_g05_c01.,15,1,34,0,0,0,0,black
v_HulaHoop_g06_c01,0,1,0,2,2,45,0,hispanic
v_HulaHoop_g07_c01.,0,0,32,1,0,17,0,black
v_HulaHoop_g08_c01.,13,6,18,2,0,0,11,black
v_HulaHoop_g09_c01,29,0,3,0,0,18,0,white
v_HulaHoop_g100_c01,21,4,23,1,0,1,0,black
v_HulaHoop_g101_c01,0,0,41,1,4,4,0,black
v_HulaHoop_g102_c01,19,2,0,2,0,3,24,white
v_HulaHoop_g103_c01,15,1,0,0,0,8,26,unknown
v_HulaHoop_g104_c01,1,7,1,4,25,6,6,indian
v_HulaHoop_g105_c01,1,8,4,11,19,5,2,indian
v_HulaHoop_g106_c01,31,5,0,0,0,1,13,white
v_HulaHoop_g107_c01,0,10,14,10,0,2,14,black
v_HulaHoop_g108_c01,0,1,12,12,16,5,4,indian
v_HulaHoop_g109_c01.,0,13,0,7,30,0,0,indian
v_HulaHoop_g10_c01,4,0,4,4,5,24,9,hispanic
v_HulaHoop_g110_c01,8,18,5,1,0,15,3,asian
v_HulaHoop_g11_c01,43,0,2,0,0,2,3,white
v_HulaHoop_g12_c01,3,7,5,0,0,1,34,unknown
v_HulaHoop_g13_c01,12,13,3,0,0,6,16,asian
v_HulaHoop_g14_c01,2,18,0,22,5,3,0,middle eastern
v_HulaHoop_g15_c01,35,4,2,0,1,0,8,white
v_HulaHoop_g16_c01,0,25,0,0,0,25,0,asian
v_HulaHoop_g17_c01,0,1,0,0,0,49,0,hispanic
v_HulaHoop_g18_c01,0,8,3,0,0,29,10,hispanic
v_HulaHoop_g19_c01,0,42,1,0,5,2,0,asian
v_HulaHoop_g20_c01.,1,4,0,42,1,2,0,middle eastern
v_HulaHoop_g21_c01.,16,14,2,4,0,9,5,white
v_HulaHoop_g22_c01,37,0,2,11,0,0,0,white
v_HulaHoop_g23_c01,2,2,18,0,0,28,0,hispanic
v_HulaHoop_g24_c01,5,1,0,6,1,1,36,unknown
v_HulaHoop_g25_c01,0,13,0,16,0,19,2,hispanic
v_HulaHoop_g26_c01,2,9,0,11,24,1,3,indian
v_HulaHoop_g27_c01,0,7,3,13,18,5,4,indian
v_HulaHoop_g28_c01,2,9,2,0,1,36,0,hispanic
v_HulaHoop_g29_c01,0,9,0,0,0,4,37,unknown
v_HulaHoop_g30_c01.,0,2,0,0,48,0,0,indian
v_HulaHoop_g31_c01,1,47,1,0,0,1,0,asian
v_HulaHoop_g32_c01,0,41,2,1,0,6,0,asian
v_HulaHoop_g33_c01,1,4,8,0,0,26,11,hispanic
v_HulaHoop_g34_c01,0,1,47,1,0,0,0,black
v_HulaHoop_g35_c01,3,7,39,0,0,1,0,black
v_HulaHoop_g36_c01.,8,1,22,5,0,14,0,black
v_HulaHoop_g37_c01,28,0,0,1,1,12,8,white
v_HulaHoop_g38_c01,4,12,2,31,0,0,1,middle eastern
v_HulaHoop_g39_c01.,0,0,0,0,0,50,0,hispanic
v_HulaHoop_g40_c01,2,7,0,1,0,39,1,hispanic
v_HulaHoop_g41_c01,4,0,12,18,0,15,1,middle eastern
v_HulaHoop_g42_c01.,6,8,0,5,1,22,8,hispanic
v_HulaHoop_g43_c01.,16,4,0,7,0,1,22,white
v_HulaHoop_g44_c01,43,2,5,0,0,0,0,white
v_HulaHoop_g45_c01,16,7,5,2,0,17,3,hispanic
v_HulaHoop_g46_c01,1,10,2,0,0,31,6,hispanic
v_HulaHoop_g47_c01,0,1,1,1,2,8,37,unknown
v_HulaHoop_g48_c01,6,10,6,5,2,16,5,hispanic
v_HulaHoop_g49_c01,0,5,0,1,43,0,1,indian
v_HulaHoop_g50_c01,2,48,0,0,0,0,0,asian
v_HulaHoop_g51_c01,0,49,0,0,0,1,0,asian
v_HulaHoop_g52_c01,16,1,25,4,0,3,1,black
v_HulaHoop_g53_c01.,14,4,1,0,0,30,1,hispanic
v_HulaHoop_g54_c01,17,4,28,0,0,1,0,black
v_HulaHoop_g55_c01,2,0,44,0,0,0,4,black
v_HulaHoop_g56_c01,5,0,34,5,0,6,0,black
v_HulaHoop_g57_c01,6,0,34,2,0,7,1,black
v_HulaHoop_g58_c01,3,0,26,0,12,7,2,black
v_HulaHoop_g59_c01,17,0,9,4,1,19,0,hispanic
v_HulaHoop_g60_c01,2,35,1,0,3,1,8,asian
v_HulaHoop_g61_c01,9,5,7,1,0,17,11,hispanic
v_HulaHoop_g62_c01.,6,27,0,0,0,14,3,asian
v_HulaHoop_g63_c01,0,0,0,0,50,0,0,indian
v_HulaHoop_g64_c01,7,9,1,0,0,19,14,hispanic
v_HulaHoop_g65_c01,1,0,0,0,49,0,0,indian
v_HulaHoop_g66_c01,8,2,2,13,24,0,1,indian
v_HulaHoop_g67_c01,1,16,0,0,0,0,33,unknown
v_HulaHoop_g68_c01.,0,8,0,39,2,1,0,middle eastern
v_HulaHoop_g69_c01,0,5,2,21,10,2,10,middle eastern
v_HulaHoop_g70_c01,0,3,2,5,37,2,1,indian
v_HulaHoop_g71_c01.,13,4,6,1,0,6,20,white
v_HulaHoop_g72_c01,2,4,39,1,0,2,2,black
v_HulaHoop_g73_c01,2,5,35,3,0,3,2,black
v_HulaHoop_g74_c01,4,28,6,0,0,9,3,asian
v_HulaHoop_g75_c01,0,5,38,1,0,0,6,black
v_HulaHoop_g76_c01,2,0,47,0,0,1,0,black
v_HulaHoop_g77_c01,41,0,3,3,0,2,1,white
v_HulaHoop_g78_c01,0,0,0,0,0,50,0,hispanic
v_HulaHoop_g79_c01,8,25,7,0,0,4,6,asian
v_HulaHoop_g80_c01,7,0,43,0,0,0,0,black
v_HulaHoop_g81_c01,13,8,17,0,0,9,3,black
v_HulaHoop_g82_c01.,6,12,21,0,8,2,1,black
v_HulaHoop_g83_c01,19,8,23,0,0,0,0,black
v_HulaHoop_g84_c01,0,0,0,0,44,5,1,indian
v_HulaHoop_g85_c01,1,26,0,1,17,4,1,asian
v_HulaHoop_g86_c01.,2,23,0,0,1,16,8,asian
v_HulaHoop_g87_c01,4,2,37,1,0,5,1,black
v_HulaHoop_g88_c01.,11,11,0,15,0,9,4,middle eastern
v_HulaHoop_g89_c01,5,5,5,7,0,7,21,middle eastern
v_HulaHoop_g90_c01,2,24,11,7,2,2,2,asian
v_HulaHoop_g91_c01,17,2,7,0,0,21,3,hispanic
v_HulaHoop_g92_c01,11,10,6,1,0,17,5,hispanic
v_HulaHoop_g93_c01,1,26,0,0,8,3,12,asian
v_HulaHoop_g94_c01,9,0,39,0,0,2,0,black
v_HulaHoop_g95_c01,0,14,0,0,0,2,34,unknown
v_HulaHoop_g96_c01,3,6,0,2,28,9,2,indian
v_HulaHoop_g97_c01,7,3,17,1,1,7,14,black
v_HulaHoop_g98_c01,5,5,38,0,0,0,2,black
v_HulaHoop_g99_c01.,1,11,3,0,0,35,0,hispanic
v_IceDancing_g01_c01,16,25,1,1,0,2,5,asian
v_IceDancing_g02_c01,26,19,2,0,0,1,2,white
v_IceDancing_g03_c01,4,32,11,0,0,0,3,asian
v_IceDancing_g04_c01.,3,3,2,10,2,5,25,unknown
v_IceDancing_g05_c01,24,7,2,2,1,9,5,white
v_IceDancing_g06_c01,17,27,1,0,1,0,4,asian
v_IceDancing_g07_c01,33,13,1,2,0,0,1,white
v_IceDancing_g08_c01,9,31,5,0,0,4,1,asian
v_IceDancing_g09_c01,34,5,3,0,0,4,4,white
v_IceDancing_g10_c01,19,16,9,0,0,6,0,white
v_IceDancing_g11_c01,28,0,3,4,0,13,2,white
v_IceDancing_g12_c01,35,10,3,1,0,0,1,white
v_IceDancing_g13_c01.,34,4,11,0,0,0,1,white
v_IceDancing_g14_c01,1,22,6,8,13,0,0,asian
v_IceDancing_g15_c01,0,1,18,0,0,0,31,unknown
v_IceDancing_g16_c01,22,6,7,1,0,7,7,white
v_IceDancing_g17_c01.,6,2,16,0,2,2,22,black
v_IceDancing_g18_c01,1,1,7,33,0,1,7,middle eastern
v_IceDancing_g19_c01,0,2,1,0,34,0,13,indian
v_IceDancing_g20_c01,31,13,0,1,4,1,0,white
v_IceDancing_g21_c01,15,27,4,0,0,1,3,asian
v_IceDancing_g22_c01,13,9,18,0,0,0,10,black
v_IceDancing_g23_c01.,29,15,6,0,0,0,0,white
v_IceDancing_g24_c01,11,1,4,0,8,9,17,white
v_IceDancing_g25_c01,18,12,0,0,0,1,19,white
v_IceDancing_g26_c01.,5,8,5,12,0,5,15,middle eastern
v_IceDancing_g27_c01.,1,24,25,0,0,0,0,black
v_IceDancing_g28_c01,15,21,0,1,0,0,13,asian
v_IceDancing_g29_c01.,39,3,1,0,0,3,4,white
v_IceDancing_g30_c01.,1,3,10,1,1,0,34,unknown
v_IceDancing_g31_c01,12,13,7,1,0,6,11,asian
v_IceDancing_g32_c01,36,8,4,0,0,0,2,white
v_IceDancing_g33_c01,2,4,5,7,19,9,4,indian
v_IceDancing_g34_c01,0,8,10,0,0,0,32,unknown
v_IceDancing_g35_c01,11,1,1,5,0,1,31,unknown
v_IceDancing_g36_c01,1,37,5,0,0,0,7,asian
v_IceDancing_g37_c01,25,15,2,2,1,5,0,white
v_IceDancing_g38_c01,36,6,4,0,0,4,0,white
v_IceDancing_g39_c01,2,48,0,0,0,0,0,asian
v_IceDancing_g40_c01,0,48,1,0,1,0,0,asian
v_IceDancing_g41_c01,14,29,6,0,0,0,1,asian
v_IceDancing_g42_c01,0,4,40,0,0,2,4,black
v_IceDancing_g43_c01,40,3,6,0,0,0,0,white
v_IceDancing_g44_c01.,43,6,1,0,0,0,0,white
v_IceDancing_g45_c01.,46,1,2,0,0,1,0,white
v_IceDancing_g46_c01,6,44,0,0,0,0,0,asian
v_IceDancing_g47_c01,2,0,25,3,0,12,8,black
v_IceDancing_g48_c01,38,8,0,3,1,0,0,white
v_IceDancing_g49_c01,43,0,1,5,0,1,0,white
v_IceDancing_g50_c01,24,4,2,0,0,0,20,white
v_IceDancing_g51_c01,2,46,2,0,0,0,0,asian
v_IceDancing_g52_c01,0,47,0,0,0,1,2,asian
v_IceDancing_g53_c01.,33,8,5,0,0,0,4,white
v_IceDancing_g54_c01.,14,23,13,0,0,0,0,asian
v_IceDancing_g55_c01,2,39,9,0,0,0,0,asian
v_IceDancing_g56_c01,4,12,2,12,0,0,20,asian
v_IceDancing_g57_c01,2,12,36,0,0,0,0,black
v_IceDancing_g58_c01,40,4,0,6,0,0,0,white
v_IceDancing_g59_c01,43,6,0,1,0,0,0,white
v_IceDancing_g60_c01,25,23,0,0,0,2,0,white
v_IceDancing_g61_c01,11,4,0,4,1,25,5,hispanic
v_IceDancing_g62_c01,0,0,1,0,0,0,49,unknown
v_IceDancing_g63_c01,22,9,3,0,0,13,3,white
v_IceDancing_g64_c01,26,17,3,1,0,2,1,white
v_IceDancing_g65_c01,11,33,2,1,0,2,1,asian
v_IceDancing_g66_c01,38,12,0,0,0,0,0,white
v_IceDancing_g67_c01,7,10,2,10,1,10,10,asian
v_IceDancing_g68_c01.,2,44,3,0,0,0,1,asian
v_IceDancing_g69_c01,39,1,7,0,0,1,2,white
v_IceDancing_g70_c01.,30,13,5,0,0,2,0,white
v_IceDancing_g71_c01.,11,28,11,0,0,0,0,asian
v_IceDancing_g72_c01,31,17,0,0,0,2,0,white
v_IceDancing_g73_c01,24,12,0,0,0,10,4,white
v_IceDancing_g74_c01,5,6,7,1,1,1,29,unknown
v_IceDancing_g75_c01,16,13,4,0,0,0,17,white
v_IceDancing_g76_c01,4,13,11,3,0,11,8,asian
v_IceDancing_g77_c01.,39,2,3,0,0,1,5,white
v_IceDancing_g78_c01,5,0,4,0,0,0,41,unknown
v_IceDancing_g79_c01,16,8,6,1,1,1,17,white
v_IceDancing_g80_c01,8,12,8,0,1,0,21,asian
v_IceDancing_g81_c01.,0,5,0,0,45,0,0,indian
v_IceDancing_g82_c01,40,1,0,6,0,3,0,white
v_IceDancing_g83_c01,15,1,7,0,0,12,15,white
v_IceDancing_g84_c01,26,0,1,0,0,2,21,white
v_IceDancing_g85_c01,17,29,3,1,0,0,0,asian
v_IceDancing_g86_c01.,18,8,24,0,0,0,0,black
v_IceDancing_g87_c01,27,21,0,0,0,0,2,white
v_IceDancing_g88_c01,13,34,1,0,0,0,2,asian
v_IceDancing_g89_c01,15,30,4,0,0,0,1,asian
v_IceDancing_g90_c01,14,27,6,0,0,0,3,asian
v_IceDancing_g91_c01,37,5,8,0,0,0,0,white
v_IceDancing_g92_c01.,21,19,6,0,0,1,3,white
v_IceDancing_g93_c01.,47,3,0,0,0,0,0,white
v_IceDancing_g94_c01,37,8,5,0,0,0,0,white
v_IceDancing_g95_c01,50,0,0,0,0,0,0,white
v_IceDancing_g96_c01,6,26,5,0,0,0,13,asian
v_IceDancing_g97_c01.,28,14,6,0,0,2,0,white
v_IceDancing_g98_c01,1,17,4,5,0,3,20,asian
v_JavelinThrow_g01_c01,2,26,1,4,12,2,3,asian
v_JavelinThrow_g02_c01,0,0,23,23,2,0,2,black
v_JavelinThrow_g03_c01,2,2,5,16,6,2,17,middle eastern
v_JavelinThrow_g04_c01,3,0,6,24,11,3,3,middle eastern
v_JavelinThrow_g05_c01,2,1,5,3,0,3,36,unknown
v_JavelinThrow_g06_c01,0,0,11,0,38,1,0,indian
v_JavelinThrow_g07_c01,0,0,50,0,0,0,0,black
v_JavelinThrow_g08_c01,0,0,7,22,1,4,16,middle eastern
v_JavelinThrow_g09_c01,5,4,16,10,11,2,2,black
v_JavelinThrow_g10_c01,1,0,42,0,0,6,1,black
v_JavelinThrow_g11_c01,0,6,16,5,7,13,3,black
v_JavelinThrow_g12_c01,14,15,7,9,0,4,1,asian
v_JavelinThrow_g13_c01,3,5,15,0,13,1,13,black
v_JavelinThrow_g14_c01,25,11,4,0,1,7,2,white
v_JavelinThrow_g15_c01,3,28,0,1,0,4,14,asian
v_JavelinThrow_g16_c01.,2,0,2,2,0,0,44,unknown
v_JavelinThrow_g17_c01,0,0,47,1,0,0,2,black
v_JavelinThrow_g18_c01,3,5,11,7,0,12,12,hispanic
v_JavelinThrow_g19_c01,32,0,5,13,0,0,0,white
v_JavelinThrow_g20_c01,6,16,20,0,0,2,6,black
v_JavelinThrow_g21_c01,0,3,1,4,37,0,5,indian
v_JavelinThrow_g22_c01,9,6,1,5,23,5,1,indian
v_JavelinThrow_g23_c01,50,0,0,0,0,0,0,white
v_JavelinThrow_g24_c01,1,3,0,5,39,1,1,indian
v_JavelinThrow_g25_c01,20,6,0,15,0,0,9,white
v_JavelinThrow_g26_c01,1,2,1,1,45,0,0,indian
v_JavelinThrow_g27_c01,20,8,3,2,0,7,10,white
v_JavelinThrow_g28_c01.,17,2,0,0,0,25,6,hispanic
v_JavelinThrow_g29_c01,0,42,0,0,0,5,3,asian
v_JavelinThrow_g30_c01.,12,0,2,0,0,35,1,hispanic
v_JavelinThrow_g31_c01,11,10,13,2,4,1,9,black
v_JavelinThrow_g32_c01,16,0,0,1,30,3,0,indian
v_JavelinThrow_g33_c01.,6,6,2,2,27,2,5,indian
v_JavelinThrow_g34_c01,3,3,3,31,4,6,0,middle eastern
v_JavelinThrow_g35_c01,14,0,12,2,2,2,18,white
v_JavelinThrow_g36_c01,38,3,1,1,0,1,6,white
v_JavelinThrow_g37_c01,22,0,27,0,0,0,1,black
v_JavelinThrow_g38_c01,2,4,13,1,0,4,26,unknown
v_JavelinThrow_g39_c01,30,2,10,0,0,3,5,white
v_JavelinThrow_g40_c01,0,19,18,0,1,0,12,asian
v_JavelinThrow_g41_c01,7,0,2,0,0,34,7,hispanic
v_JavelinThrow_g42_c01,1,5,8,0,33,0,3,indian
v_JavelinThrow_g43_c01,29,4,10,1,4,0,2,white
v_JavelinThrow_g44_c01,1,4,36,0,2,2,5,black
v_JavelinThrow_g45_c01,24,5,6,14,0,1,0,white
v_JavelinThrow_g46_c01,1,11,18,13,4,3,0,black
v_JavelinThrow_g47_c01,6,4,26,2,2,0,10,black
v_JavelinThrow_g48_c01,12,2,0,29,0,2,5,middle eastern
v_JavelinThrow_g49_c01,1,4,17,0,24,1,3,indian
v_JavelinThrow_g50_c01,24,0,4,2,0,4,16,white
v_JavelinThrow_g51_c01,5,8,28,2,0,1,6,black
v_JavelinThrow_g52_c01,21,2,14,9,0,3,1,white
v_JavelinThrow_g53_c01,8,0,8,0,0,21,13,hispanic
v_JavelinThrow_g54_c01,4,7,7,18,0,3,11,middle eastern
v_JavelinThrow_g55_c01,0,4,11,1,25,2,7,indian
v_JavelinThrow_g56_c01.,0,3,5,0,42,0,0,indian
v_JavelinThrow_g57_c01,0,2,2,0,42,4,0,indian
v_JavelinThrow_g58_c01,0,1,0,2,47,0,0,indian
v_JavelinThrow_g59_c01,0,0,0,49,1,0,0,middle eastern
v_JavelinThrow_g60_c01,1,8,24,0,13,4,0,black
v_JavelinThrow_g61_c01,1,2,2,2,41,2,0,indian
v_JavelinThrow_g62_c01,0,0,0,2,47,1,0,indian
v_JavelinThrow_g63_c01,0,7,0,10,32,1,0,indian
v_JavelinThrow_g64_c01.,28,2,1,0,0,7,12,white
v_JavelinThrow_g65_c01,3,4,0,0,42,1,0,indian
v_JavelinThrow_g66_c01,20,5,2,0,0,3,20,white
v_JavelinThrow_g67_c01.,0,1,0,0,48,1,0,indian
v_JavelinThrow_g68_c01,18,8,21,1,0,1,1,black
v_JavelinThrow_g69_c01,49,1,0,0,0,0,0,white
v_JavelinThrow_g70_c01,28,0,0,0,0,22,0,white
v_JavelinThrow_g71_c01,0,12,19,1,0,6,12,black
v_JavelinThrow_g72_c01,2,1,33,2,10,1,1,black
v_JavelinThrow_g73_c01,9,6,17,5,6,5,2,black
v_JavelinThrow_g74_c01,0,0,50,0,0,0,0,black
v_JavelinThrow_g75_c01,11,1,8,0,2,4,24,white
v_JavelinThrow_g76_c01,0,4,43,3,0,0,0,black
v_JavelinThrow_g77_c01,4,9,3,5,26,0,3,indian
v_JavelinThrow_g78_c01,0,5,2,6,24,11,2,indian
v_JavelinThrow_g79_c01,5,10,7,3,0,5,20,asian
v_JavelinThrow_g80_c01.,8,30,1,0,0,0,11,asian
v_JavelinThrow_g81_c01,0,6,1,2,41,0,0,indian
v_JavelinThrow_g82_c01,13,1,16,9,0,0,11,black
v_JavelinThrow_g83_c01,0,2,9,7,1,1,30,unknown
v_JavelinThrow_g84_c01,1,7,7,0,26,0,9,indian
v_JavelinThrow_g85_c01,5,5,17,1,0,0,22,black
v_JavelinThrow_g86_c01,25,3,6,2,0,2,12,white
v_JavelinThrow_g87_c01,10,12,7,0,0,17,4,hispanic
v_JavelinThrow_g88_c01,20,14,5,2,4,4,1,white
v_JavelinThrow_g89_c01,0,3,4,2,38,2,1,indian
v_JavelinThrow_g90_c01.,0,2,1,1,16,5,25,unknown
v_JavelinThrow_g91_c01,6,16,12,0,1,1,14,asian
v_JavelinThrow_g92_c01,0,36,9,0,0,0,5,asian
v_JavelinThrow_g93_c01,13,13,8,2,0,0,14,white
v_JavelinThrow_g94_c01,0,0,1,6,43,0,0,indian
v_JavelinThrow_g95_c01,12,11,6,0,0,1,20,white
v_JavelinThrow_g96_c01,14,1,4,18,2,0,11,middle eastern
v_JavelinThrow_g97_c01,15,11,15,0,2,0,7,white
v_JavelinThrow_g98_c01,0,0,1,0,49,0,0,indian
v_JavelinThrow_g99_c01,3,19,0,0,0,12,16,asian
v_JugglingBalls_g01_c01,22,2,6,0,0,12,8,white
v_JugglingBalls_g02_c01.,24,5,2,1,0,14,4,white
v_JugglingBalls_g03_c01,2,25,17,0,1,2,3,asian
v_JugglingBalls_g04_c01,2,0,15,2,14,4,13,black
v_JugglingBalls_g05_c01.,11,0,39,0,0,0,0,black
v_JugglingBalls_g06_c01,0,10,6,1,33,0,0,indian
v_JugglingBalls_g07_c01,4,35,0,0,0,6,5,asian
v_JugglingBalls_g08_c01,18,16,2,3,10,0,1,white
v_JugglingBalls_g09_c01,31,0,2,2,0,0,15,white
v_JugglingBalls_g10_c01,5,2,7,5,0,14,17,hispanic
v_JugglingBalls_g11_c01,1,13,9,4,8,15,0,hispanic
v_JugglingBalls_g12_c01.,5,4,17,0,0,3,21,black
v_JugglingBalls_g13_c01,4,0,4,4,11,20,7,hispanic
v_JugglingBalls_g14_c01,3,12,6,2,0,26,1,hispanic
v_JugglingBalls_g15_c01,1,49,0,0,0,0,0,asian
v_JugglingBalls_g16_c01,32,5,3,0,1,7,2,white
v_JugglingBalls_g17_c01,5,0,0,0,0,0,45,unknown
v_JugglingBalls_g18_c01,15,22,8,3,0,0,2,asian
v_JugglingBalls_g19_c01,42,2,0,0,0,5,1,white
v_JugglingBalls_g20_c01,29,2,17,0,0,0,2,white
v_JugglingBalls_g21_c01,6,0,0,24,0,11,9,middle eastern
v_JugglingBalls_g22_c01,11,14,12,1,0,1,11,asian
v_JugglingBalls_g23_c01,0,4,1,4,39,2,0,indian
v_JugglingBalls_g24_c01,6,16,5,13,0,1,9,asian
v_JugglingBalls_g25_c01,3,3,23,2,0,14,5,black
v_JugglingBalls_g26_c01,16,3,3,0,0,25,3,hispanic
v_JugglingBalls_g27_c01,5,23,1,3,0,17,1,asian
v_JugglingBalls_g28_c01,4,14,2,6,2,13,8,asian
v_JugglingBalls_g29_c01,4,1,2,3,0,28,12,hispanic
v_JugglingBalls_g30_c01,34,2,0,3,0,1,10,white
v_JugglingBalls_g31_c01,9,26,1,0,0,5,9,asian
v_JugglingBalls_g32_c01,11,4,0,6,0,27,2,hispanic
v_JugglingBalls_g33_c01,1,4,0,7,33,2,3,indian
v_JugglingBalls_g34_c01,2,19,3,3,9,14,0,asian
v_JugglingBalls_g35_c01,29,0,4,3,0,4,10,white
v_JugglingBalls_g36_c01.,1,20,2,1,0,7,19,asian
v_JugglingBalls_g37_c01,11,10,8,0,0,17,4,hispanic
v_JugglingBalls_g38_c01,2,3,1,3,0,34,7,hispanic
v_JugglingBalls_g39_c01,39,4,1,0,0,0,6,white
v_JugglingBalls_g40_c01,6,4,19,0,0,0,21,black
v_JugglingBalls_g41_c01,16,1,3,3,0,12,15,white
v_JugglingBalls_g42_c01,19,0,25,0,1,5,0,black
v_JugglingBalls_g43_c01,2,3,5,0,0,17,23,hispanic
v_JugglingBalls_g44_c01,6,4,15,0,1,21,3,hispanic
v_JugglingBalls_g45_c01.,0,41,4,0,0,1,4,asian
v_JugglingBalls_g46_c01,10,14,1,2,4,1,18,asian
v_JugglingBalls_g47_c01,45,2,3,0,0,0,0,white
v_JugglingBalls_g48_c01.,27,22,0,1,0,0,0,white
v_JugglingBalls_g49_c01,8,14,20,2,1,5,0,black
v_JugglingBalls_g50_c01,18,4,18,2,0,0,8,white
v_JugglingBalls_g51_c01,5,13,4,0,0,9,19,asian
v_JugglingBalls_g52_c01.,1,29,2,2,15,1,0,asian
v_JugglingBalls_g53_c01,3,12,1,4,0,13,17,hispanic
v_JugglingBalls_g54_c01,17,11,13,0,0,2,7,white
v_JugglingBalls_g55_c01,2,9,18,1,12,4,4,black
v_JugglingBalls_g56_c01.,35,3,0,1,0,8,3,white
v_JugglingBalls_g57_c01,2,0,1,0,0,5,42,unknown
v_JugglingBalls_g58_c01,7,3,2,2,0,11,25,unknown
v_JugglingBalls_g59_c01,3,2,10,8,0,14,13,hispanic
v_JugglingBalls_g60_c01,28,4,1,1,0,16,0,white
v_JugglingBalls_g61_c01,0,48,2,0,0,0,0,asian
v_JugglingBalls_g62_c01,11,3,19,0,0,7,10,black
v_JugglingBalls_g63_c01,6,2,28,0,0,1,13,black
v_JugglingBalls_g64_c01,0,3,21,2,23,1,0,indian
v_JugglingBalls_g65_c01,0,34,9,2,0,3,2,asian
v_JugglingBalls_g66_c01,40,10,0,0,0,0,0,white
v_JugglingBalls_g67_c01.,33,1,0,13,0,3,0,white
v_JugglingBalls_g68_c01,28,1,0,0,0,21,0,white
v_JugglingBalls_g69_c01,12,6,0,4,0,4,24,white
v_JugglingBalls_g70_c01,11,3,32,0,0,3,1,black
v_JugglingBalls_g71_c01,12,7,18,0,0,2,11,black
v_JugglingBalls_g72_c01,4,1,8,0,0,8,29,unknown
v_JumpRope_g01_c01,0,3,0,6,37,3,1,indian
v_JumpRope_g02_c01,10,2,1,0,0,6,31,unknown
v_JumpRope_g03_c01,2,6,4,0,0,18,20,hispanic
v_JumpRope_g04_c01,6,37,1,0,5,1,0,asian
v_JumpRope_g05_c01,1,8,37,0,1,0,3,black
v_JumpRope_g06_c01,11,22,3,1,1,8,4,asian
v_JumpRope_g07_c01,9,7,14,0,0,9,11,black
v_JumpRope_g08_c01,16,12,0,0,0,21,1,hispanic
v_JumpRope_g09_c01.,29,6,11,0,0,2,2,white
v_JumpRope_g10_c01,21,6,10,8,0,0,5,white
v_JumpRope_g11_c01,1,3,21,1,0,24,0,hispanic
v_JumpRope_g12_c01.,29,14,2,0,0,4,1,white
v_JumpRope_g13_c01,4,0,24,2,1,1,18,black
v_JumpRope_g14_c01,12,26,0,0,0,11,1,asian
v_JumpRope_g15_c01,0,4,41,0,0,5,0,black
v_JumpRope_g16_c01,46,0,4,0,0,0,0,white
v_JumpRope_g17_c01,11,19,1,0,0,7,12,asian
v_JumpRope_g18_c01,0,2,33,0,1,9,5,black
v_JumpRope_g19_c01,35,3,0,0,0,10,2,white
v_JumpRope_g20_c01,18,5,9,0,0,9,9,white
v_JumpRope_g21_c01,31,1,7,1,2,5,3,white
v_JumpRope_g22_c01,0,39,8,0,0,0,3,asian
v_JumpRope_g23_c01,44,2,0,1,0,2,1,white
v_JumpRope_g24_c01.,19,1,1,0,0,28,1,hispanic
v_JumpRope_g25_c01,0,42,0,2,0,2,4,asian
v_JumpRope_g26_c01,25,5,0,9,0,4,7,white
v_JumpRope_g27_c01,4,0,2,0,0,0,44,unknown
v_JumpRope_g28_c01,0,0,39,0,0,11,0,black
v_JumpRope_g29_c01,9,32,3,1,0,5,0,asian
v_JumpRope_g30_c01,11,18,1,2,0,8,10,asian
v_JumpRope_g31_c01,10,24,11,0,0,2,3,asian
v_JumpRope_g32_c01,0,50,0,0,0,0,0,asian
v_JumpRope_g33_c01,16,0,0,3,0,0,31,unknown
v_JumpRope_g34_c01,3,1,42,0,0,4,0,black
v_JumpRope_g35_c01,28,6,13,0,0,3,0,white
v_JumpRope_g36_c01,17,20,0,0,0,8,5,asian
v_JumpRope_g37_c01,1,7,3,5,30,2,2,indian
v_JumpRope_g38_c01,4,0,12,0,0,34,0,hispanic
v_JumpRope_g39_c01,17,2,5,2,0,21,3,hispanic
v_JumpRope_g40_c01,10,26,9,1,0,0,4,asian
v_JumpRope_g41_c01,19,5,9,1,0,6,10,white
v_JumpRope_g42_c01,0,1,14,3,1,20,11,hispanic
v_JumpRope_g43_c01,15,14,3,1,0,16,1,hispanic
v_JumpRope_g44_c01,0,6,0,13,28,3,0,indian
v_JumpRope_g45_c01,2,8,7,2,0,0,31,unknown
v_JumpRope_g46_c01,0,0,0,0,50,0,0,indian
v_JumpRope_g47_c01,0,9,0,0,0,0,41,unknown
v_JumpRope_g48_c01,10,1,9,14,0,8,8,middle eastern
v_JumpRope_g49_c01,42,0,7,0,0,0,1,white
v_JumpRope_g50_c01,0,4,43,3,0,0,0,black
v_JumpRope_g51_c01,3,45,2,0,0,0,0,asian
v_JumpRope_g52_c01,1,1,31,3,4,1,9,black
v_JumpRope_g53_c01,4,5,6,11,0,22,2,hispanic
v_JumpRope_g54_c01.,21,9,9,0,1,3,7,white
v_JumpRope_g55_c01,1,32,0,4,10,1,2,asian
v_JumpRope_g56_c01,28,3,4,1,3,9,2,white
