video_name,male_count,female_count,final
v_JumpRope_g20_c01,23,27,female
v_JumpRope_g21_c01,16,34,female
v_JumpRope_g22_c01,34,16,male
v_JumpRope_g23_c01,47,3,male
v_JumpRope_g24_c01.,50,0,male
v_JumpRope_g25_c01,28,22,male
v_JumpRope_g26_c01,34,16,male
v_JumpRope_g27_c01,2,48,female
v_JumpRope_g28_c01,11,39,female
v_JumpRope_g29_c01,2,48,female
v_JumpRope_g30_c01,19,31,female
v_JumpRope_g31_c01,41,9,male
v_JumpRope_g32_c01,35,15,male
v_JumpRope_g33_c01,0,50,female
v_JumpRope_g34_c01,13,37,female
v_JumpRope_g35_c01,15,35,female
v_JumpRope_g36_c01,31,19,male
v_JumpRope_g37_c01,45,5,male
v_JumpRope_g38_c01,48,2,male
v_JumpRope_g39_c01,16,34,female
v_JumpRope_g40_c01,40,10,male
v_JumpRope_g41_c01,32,18,male
v_JumpRope_g42_c01,39,11,male
v_JumpRope_g43_c01,49,1,male
v_JumpRope_g44_c01,49,1,male
v_JumpRope_g45_c01,44,6,male
v_JumpRope_g46_c01,45,5,male
v_JumpRope_g47_c01,3,47,female
v_JumpRope_g48_c01,50,0,male
v_JumpRope_g49_c01,4,46,female
v_JumpRope_g50_c01,46,4,male
v_JumpRope_g51_c01,41,9,male
v_JumpRope_g52_c01,45,5,male
v_JumpRope_g53_c01,49,1,male
v_JumpRope_g54_c01.,28,22,male
v_JumpRope_g55_c01,48,2,male
v_JumpRope_g56_c01,46,4,male
v_JumpRope_g57_c01,1,49,female
v_JumpRope_g58_c01,20,30,female
v_JumpRope_g59_c01,2,48,female
v_JumpRope_g60_c01,12,38,female
v_JumpRope_g61_c01,41,9,male
v_JumpRope_g62_c01,50,0,male
v_JumpRope_g63_c01,50,0,male
v_JumpRope_g64_c01,38,12,male
v_JumpRope_g65_c01,31,19,male
v_JumpRope_g66_c01,19,31,female
v_JumpRope_g67_c01,26,24,male
v_JumpRope_g68_c01,46,4,male
v_JumpRope_g69_c01,11,39,female
v_JumpRope_g70_c01.,47,3,male
v_JumpRope_g71_c01,26,24,male
v_JumpRope_g72_c01,49,1,male
v_JumpRope_g73_c01,24,26,female
v_JumpingJack_g01_c01,14,36,female
v_JumpingJack_g02_c01,40,10,male
v_JumpingJack_g03_c01,40,10,male
v_JumpingJack_g04_c01,6,44,female
v_JumpingJack_g05_c01.,37,13,male
v_JumpingJack_g06_c01,15,35,female
v_JumpingJack_g07_c01.,43,7,male
v_JumpingJack_g08_c01,14,36,female
v_JumpingJack_g09_c01.,50,0,male
v_JumpingJack_g10_c01,50,0,male
v_JumpingJack_g11_c01,49,1,male
v_JumpingJack_g12_c01,27,23,male
v_JumpingJack_g13_c01,50,0,male
v_JumpingJack_g14_c01,42,8,male
v_JumpingJack_g15_c01,34,16,male
v_JumpingJack_g16_c01,46,4,male
v_JumpingJack_g17_c01.,50,0,male
v_JumpingJack_g18_c01,50,0,male
v_JumpingJack_g19_c01,9,41,female
v_JumpingJack_g20_c01,34,16,male
v_JumpingJack_g21_c01.,49,1,male
v_JumpingJack_g22_c01,50,0,male
v_JumpingJack_g23_c01.,33,17,male
v_JumpingJack_g24_c01,50,0,male
v_JumpingJack_g25_c01,47,3,male
v_JumpingJack_g26_c01,49,1,male
v_JumpingJack_g27_c01,50,0,male
v_JumpingJack_g28_c01.,17,33,female
v_JumpingJack_g29_c01,49,1,male
v_JumpingJack_g30_c01,30,20,male
v_JumpingJack_g31_c01,43,7,male
v_JumpingJack_g32_c01,21,29,female
v_JumpingJack_g33_c01,31,19,male
v_JumpingJack_g34_c01,43,7,male
v_JumpingJack_g35_c01,37,13,male
v_JumpingJack_g36_c01,37,13,male
v_JumpingJack_g37_c01,35,15,male
v_JumpingJack_g38_c01,47,3,male
v_JumpingJack_g39_c01.,48,2,male
v_JumpingJack_g40_c01,49,1,male
v_JumpingJack_g41_c01,50,0,male
v_JumpingJack_g42_c01,50,0,male
v_JumpingJack_g43_c01,41,9,male
v_JumpingJack_g44_c01,37,13,male
v_JumpingJack_g45_c01,50,0,male
v_JumpingJack_g46_c01,50,0,male
v_JumpingJack_g47_c01,45,5,male
v_JumpingJack_g48_c01,9,41,female
v_JumpingJack_g49_c01.,4,46,female
v_JumpingJack_g50_c01,50,0,male
v_JumpingJack_g51_c01,46,4,male
v_JumpingJack_g52_c01.,23,27,female
v_JumpingJack_g53_c01,38,12,male
v_JumpingJack_g54_c01,28,22,male
v_JumpingJack_g55_c01,50,0,male
v_JumpingJack_g56_c01,49,1,male
v_JumpingJack_g57_c01,42,8,male
v_JumpingJack_g58_c01,35,15,male
v_JumpingJack_g59_c01,34,16,male
v_JumpingJack_g60_c01,38,12,male
v_JumpingJack_g61_c01,25,25,uncertain
v_JumpingJack_g62_c01,33,17,male
v_JumpingJack_g63_c01,37,13,male
v_Kayaking_g01_c01,3,47,female
v_Kayaking_g02_c01,36,14,male
v_Kayaking_g03_c01,48,2,male
v_Kayaking_g04_c01,16,34,female
v_Kayaking_g05_c01,48,2,male
v_Kayaking_g06_c01.,36,14,male
v_Kayaking_g07_c01,31,19,male
v_Kayaking_g08_c01,11,39,female
v_Kayaking_g09_c01,40,10,male
v_Kayaking_g10_c01,45,5,male
v_Kayaking_g11_c01,50,0,male
v_Kayaking_g12_c01,20,30,female
v_Kayaking_g13_c01,25,25,uncertain
v_Kayaking_g14_c01,33,17,male
v_Kayaking_g15_c01.,33,17,male
v_Kayaking_g16_c01,25,25,uncertain
v_Kayaking_g17_c01,31,19,male
v_Kayaking_g18_c01,42,8,male
v_Kayaking_g19_c01,47,3,male
v_Kayaking_g20_c01,22,28,female
v_Kayaking_g21_c01,12,38,female
v_Kayaking_g22_c01,33,17,male
v_Kayaking_g23_c01,16,34,female
v_Kayaking_g24_c01,22,28,female
v_Kayaking_g25_c01.,28,22,male
v_Kayaking_g26_c01,48,2,male
v_Kayaking_g27_c01.,33,17,male
v_Kayaking_g28_c01.,19,31,female
v_Kayaking_g29_c01,19,31,female
v_Kayaking_g30_c01.,23,27,female
v_Kayaking_g31_c01,30,20,male
v_Kayaking_g32_c01,24,26,female
v_Kayaking_g33_c01.,34,16,male
v_Kayaking_g34_c01,43,7,male
v_Kayaking_g35_c01,37,13,male
v_Kayaking_g36_c01,26,24,male
v_Kayaking_g37_c01,50,0,male
v_Kayaking_g38_c01,21,29,female
v_Kayaking_g39_c01,28,22,male
v_Kayaking_g40_c01,28,22,male
v_Kayaking_g41_c01,41,9,male
v_Kayaking_g42_c01,48,2,male
v_Kayaking_g43_c01,25,25,uncertain
v_Kayaking_g44_c01,28,22,male
v_Kayaking_g45_c01,23,27,female
v_Kayaking_g46_c01,23,27,female
v_Kayaking_g47_c01.,15,35,female
v_Kayaking_g48_c01,41,9,male
v_Kayaking_g49_c01,24,26,female
v_Kayaking_g50_c01,44,6,male
v_Kayaking_g51_c01,28,21,male
v_Kayaking_g52_c01,30,20,male
v_Kayaking_g53_c01,42,8,male
v_Kayaking_g54_c01.,29,21,male
v_Kayaking_g55_c01,21,29,female
v_Kayaking_g56_c01,47,3,male
v_Kayaking_g57_c01,23,27,female
v_Kayaking_g58_c01,49,1,male
v_Kayaking_g59_c01,45,5,male
v_Kayaking_g60_c01,42,8,male
v_Kayaking_g61_c01,33,17,male
v_Kayaking_g62_c01,23,27,female
v_Kayaking_g63_c01,26,24,male
v_Kayaking_g64_c01,30,20,male
v_Kayaking_g65_c01,39,11,male
v_Kayaking_g66_c01,50,0,male
v_Kayaking_g67_c01,38,12,male
v_Kayaking_g68_c01.,34,16,male
v_Kayaking_g69_c01,30,20,male
v_Kayaking_g70_c01,33,17,male
v_Kayaking_g71_c01,39,11,male
v_Kayaking_g72_c01,10,40,female
v_Kayaking_g73_c01,44,5,male
v_Kayaking_g74_c01,16,34,female
v_Kayaking_g75_c01,44,6,male
v_Kayaking_g76_c01,18,32,female
v_Kayaking_g77_c01,36,14,male
v_Kayaking_g78_c01,5,45,female
v_Kayaking_g79_c01,48,2,male
v_Kayaking_g80_c01,25,25,uncertain
v_Kayaking_g81_c01,1,49,female
v_Knitting_g01_c01.,0,50,female
v_Knitting_g02_c01,1,49,female
v_Knitting_g03_c01.,0,50,female
v_Knitting_g04_c01,5,45,female
v_Knitting_g05_c01,49,1,male
v_Knitting_g06_c01,21,29,female
v_Knitting_g07_c01,1,49,female
v_Knitting_g08_c01,42,8,male
v_Knitting_g09_c01,13,37,female
v_Knitting_g10_c01,2,48,female
v_Knitting_g11_c01,3,47,female
v_Knitting_g12_c01,9,41,female
v_Knitting_g13_c01.,41,9,male
v_Knitting_g14_c01,0,50,female
v_Knitting_g15_c01,10,40,female
v_Knitting_g16_c01,34,16,male
v_Knitting_g17_c01,1,49,female
v_Knitting_g18_c01.,4,46,female
v_Knitting_g19_c01,15,35,female
v_Knitting_g20_c01,37,13,male
v_Knitting_g21_c01,25,25,uncertain
v_Knitting_g22_c01,2,48,female
v_Knitting_g23_c01,1,49,female
v_Knitting_g24_c01,12,38,female
v_Knitting_g25_c01.,19,31,female
v_Knitting_g26_c01,6,44,female
v_Knitting_g27_c01,21,29,female
v_Knitting_g28_c01,37,13,male
v_Knitting_g29_c01,39,11,male
v_Knitting_g30_c01,1,49,female
v_Knitting_g31_c01,3,47,female
v_Knitting_g32_c01,43,7,male
v_Knitting_g33_c01,10,40,female
v_Knitting_g34_c01,11,39,female
v_Knitting_g35_c01,18,32,female
v_Knitting_g36_c01,21,29,female
v_Knitting_g37_c01,24,26,female
v_Knitting_g38_c01,15,35,female
v_Knitting_g39_c01,12,38,female
v_Knitting_g40_c01,4,45,female
v_Knitting_g41_c01.,18,32,female
v_LongJump_g01_c01,45,5,male
v_LongJump_g02_c01,36,14,male
v_LongJump_g03_c01,16,34,female
v_LongJump_g04_c01,43,7,male
v_LongJump_g05_c01,28,22,male
v_LongJump_g06_c01,20,30,female
v_LongJump_g07_c01,35,15,male
v_LongJump_g08_c01,47,3,male
v_LongJump_g09_c01,47,3,male
v_LongJump_g10_c01,50,0,male
v_LongJump_g11_c01,29,21,male
v_LongJump_g12_c01,35,15,male
v_LongJump_g13_c01,6,44,female
v_LongJump_g14_c01,16,34,female
v_LongJump_g15_c01,31,19,male
v_LongJump_g16_c01,17,33,female
v_LongJump_g17_c01,46,4,male
v_LongJump_g18_c01.,6,44,female
v_LongJump_g19_c01,50,0,male
v_LongJump_g20_c01,27,23,male
v_LongJump_g21_c01,40,10,male
v_LongJump_g22_c01,29,21,male
v_LongJump_g23_c01.,8,42,female
v_LongJump_g24_c01.,41,9,male
v_LongJump_g25_c01,40,10,male
v_LongJump_g26_c01,44,6,male
v_LongJump_g27_c01,35,15,male
v_LongJump_g28_c01,45,5,male
v_LongJump_g29_c01,20,30,female
v_LongJump_g30_c01,43,7,male
v_LongJump_g31_c01.,37,13,male
v_LongJump_g32_c01,15,35,female
v_LongJump_g33_c01,50,0,male
v_LongJump_g34_c01.,41,9,male
v_LongJump_g35_c01.,40,10,male
v_LongJump_g36_c01,47,3,male
v_LongJump_g37_c01,14,36,female
v_LongJump_g38_c01,46,4,male
v_LongJump_g39_c01,45,5,male
v_LongJump_g40_c01,46,4,male
v_LongJump_g41_c01.,1,49,female
v_LongJump_g42_c01,35,15,male
v_LongJump_g43_c01,17,33,female
v_LongJump_g44_c01,11,39,female
v_LongJump_g45_c01,15,35,female
v_LongJump_g46_c01.,38,12,male
v_LongJump_g47_c01,21,29,female
v_LongJump_g48_c01.,30,20,male
v_LongJump_g49_c01,16,34,female
v_LongJump_g50_c01.,17,33,female
v_LongJump_g51_c01,46,4,male
v_LongJump_g52_c01,49,1,male
v_LongJump_g53_c01,29,21,male
v_LongJump_g54_c01,35,15,male
v_LongJump_g55_c01,38,12,male
v_LongJump_g56_c01,40,10,male
v_LongJump_g57_c01,42,8,male
v_LongJump_g58_c01.,39,11,male
v_LongJump_g59_c01,48,2,male
v_LongJump_g60_c01,43,7,male
v_LongJump_g61_c01,44,6,male
v_LongJump_g62_c01,6,44,female
v_LongJump_g63_c01.,3,47,female
v_LongJump_g64_c01,49,1,male
v_LongJump_g65_c01,46,4,male
v_LongJump_g66_c01,50,0,male
v_LongJump_g67_c01,22,28,female
v_LongJump_g68_c01,50,0,male
v_LongJump_g69_c01.,20,30,female
v_LongJump_g70_c01.,12,38,female
v_LongJump_g71_c01,39,11,male
v_LongJump_g72_c01,41,9,male
v_LongJump_g73_c01,49,1,male
v_LongJump_g74_c01,22,28,female
v_LongJump_g75_c01,27,23,male
v_LongJump_g76_c01,37,13,male
v_LongJump_g77_c01,8,42,female
v_LongJump_g78_c01,46,4,male
v_LongJump_g79_c01,45,5,male
v_LongJump_g80_c01.,17,33,female
v_LongJump_g81_c01,37,13,male
v_LongJump_g82_c01,21,29,female
v_LongJump_g83_c01,5,45,female
v_LongJump_g84_c01,37,13,male
v_LongJump_g85_c01,45,5,male
v_LongJump_g86_c01.,46,4,male
v_LongJump_g87_c01,34,16,male
v_LongJump_g88_c01,9,41,female
v_LongJump_g89_c01,44,6,male
v_LongJump_g90_c01,24,26,female
v_LongJump_g91_c01,46,4,male
v_LongJump_g92_c01,11,39,female
v_LongJump_g93_c01,46,4,male
v_LongJump_g94_c01,33,17,male
v_LongJump_g95_c01.,8,42,female
v_Lunges_g01_c01,40,10,male
v_Lunges_g02_c01,48,2,male
v_Lunges_g03_c01,47,3,male
v_Lunges_g04_c01,50,0,male
v_Lunges_g05_c01,48,2,male
v_Lunges_g06_c01,3,47,female
v_Lunges_g07_c01,17,33,female
v_Lunges_g08_c01,50,0,male
v_Lunges_g09_c01,50,0,male
v_Lunges_g10_c01,50,0,male
v_Lunges_g11_c01.,45,5,male
v_Lunges_g12_c01.,11,39,female
v_Lunges_g13_c01,0,50,female
v_Lunges_g14_c01,47,3,male
v_Lunges_g15_c01.,47,3,male
v_Lunges_g16_c01.,0,50,female
v_Lunges_g17_c01,2,48,female
v_Lunges_g18_c01,50,0,male
v_Lunges_g19_c01,48,2,male
v_Lunges_g20_c01,45,5,male
v_Lunges_g21_c01,50,0,male
v_Lunges_g22_c01,50,0,male
v_Lunges_g23_c01,50,0,male
v_Lunges_g24_c01,2,48,female
v_Lunges_g25_c01.,1,49,female
v_Lunges_g26_c01,49,1,male
v_Lunges_g27_c01,49,1,male
v_Lunges_g28_c01,14,36,female
v_Lunges_g29_c01.,41,9,male
v_Lunges_g30_c01,49,1,male
v_Lunges_g31_c01,6,44,female
v_Lunges_g32_c01,40,10,male
v_Lunges_g33_c01,9,41,female
v_Lunges_g34_c01,35,15,male
v_Lunges_g35_c01,34,16,male
v_Lunges_g36_c01,50,0,male
v_Lunges_g37_c01,50,0,male
v_Lunges_g38_c01.,7,43,female
v_Lunges_g39_c01,32,18,male
v_Lunges_g40_c01,50,0,male
v_Lunges_g41_c01,50,0,male
v_Lunges_g42_c01.,0,50,female
v_Lunges_g43_c01,50,0,male
v_Lunges_g44_c01,47,3,male
v_Lunges_g45_c01,13,37,female
v_Lunges_g46_c01,45,5,male
v_Lunges_g47_c01,42,8,male
v_Lunges_g48_c01.,3,47,female
v_Lunges_g49_c01,49,1,male
v_Lunges_g50_c01,49,1,male
v_Lunges_g51_c01,1,49,female
v_Lunges_g52_c01,49,1,male
v_Lunges_g53_c01.,50,0,male
v_Lunges_g54_c01,49,1,male
v_Lunges_g55_c01.,0,50,female
v_Lunges_g56_c01,46,4,male
v_Lunges_g57_c01,50,0,male
v_Lunges_g58_c01.,27,23,male
v_Lunges_g59_c01,50,0,male
v_Lunges_g60_c01,4,46,female
v_Lunges_g61_c01,49,1,male
v_Lunges_g62_c01,39,11,male
v_Lunges_g63_c01.,48,2,male
v_Lunges_g64_c01.,48,2,male
v_Lunges_g65_c01.,50,0,male
v_Lunges_g66_c01,43,7,male
v_Lunges_g67_c01,47,3,male
v_Lunges_g68_c01,1,49,female
v_Lunges_g69_c01,50,0,male
v_Lunges_g70_c01,49,1,male
v_MilitaryParade_g01_c01,50,0,male
v_MilitaryParade_g02_c01.,0,50,female
v_MilitaryParade_g03_c01,49,1,male
v_MilitaryParade_g04_c01,24,26,female
v_MilitaryParade_g05_c01,50,0,male
v_MilitaryParade_g06_c01,12,38,female
v_MilitaryParade_g07_c01.,38,12,male
v_MilitaryParade_g08_c01,44,6,male
v_MilitaryParade_g09_c01.,47,3,male
v_MilitaryParade_g10_c01,47,3,male
v_MilitaryParade_g11_c01,46,4,male
v_MilitaryParade_g12_c01,21,29,female
v_MilitaryParade_g13_c01,50,0,male
v_MilitaryParade_g14_c01,42,8,male
v_MilitaryParade_g15_c01,8,42,female
v_MilitaryParade_g16_c01,38,12,male
v_MilitaryParade_g17_c01,45,5,male
v_MilitaryParade_g18_c01,46,4,male
v_MilitaryParade_g19_c01,49,1,male
v_MilitaryParade_g20_c01.,46,4,male
v_MilitaryParade_g21_c01,43,7,male
v_MilitaryParade_g22_c01.,24,26,female
v_MilitaryParade_g23_c01.,22,28,female
v_MilitaryParade_g24_c01,15,35,female
v_MilitaryParade_g25_c01,24,26,female
v_MilitaryParade_g26_c01,19,31,female
v_MilitaryParade_g27_c01,36,14,male
v_MilitaryParade_g28_c01,40,10,male
v_MilitaryParade_g29_c01,48,2,male
v_MilitaryParade_g30_c01,46,4,male
v_MilitaryParade_g31_c01,17,33,female
v_MilitaryParade_g32_c01,18,32,female
v_MilitaryParade_g33_c01,30,20,male
v_MilitaryParade_g34_c01.,47,3,male
v_MilitaryParade_g35_c01,29,21,male
v_MilitaryParade_g36_c01,44,6,male
v_MilitaryParade_g37_c01,10,40,female
v_MilitaryParade_g38_c01.,48,2,male
v_MilitaryParade_g39_c01,47,2,male
v_MilitaryParade_g40_c01,47,3,male
v_MilitaryParade_g41_c01,38,12,male
v_MilitaryParade_g42_c01,50,0,male
v_MilitaryParade_g43_c01,44,6,male
v_MilitaryParade_g44_c01,12,38,female
v_MilitaryParade_g45_c01,27,23,male
v_MilitaryParade_g46_c01.,48,2,male
v_MilitaryParade_g47_c01,38,12,male
v_MilitaryParade_g48_c01,41,9,male
v_MilitaryParade_g49_c01,32,18,male
v_MilitaryParade_g50_c01,50,0,male
v_MilitaryParade_g51_c01,23,27,female
v_MilitaryParade_g52_c01,47,3,male
v_MilitaryParade_g53_c01,45,5,male
v_MilitaryParade_g54_c01,47,3,male
v_MilitaryParade_g55_c01,48,2,male
v_MilitaryParade_g56_c01,47,3,male
v_MilitaryParade_g57_c01,19,31,female
v_MilitaryParade_g58_c01,34,16,male
v_MilitaryParade_g59_c01,48,2,male
v_MilitaryParade_g60_c01,31,19,male
v_MilitaryParade_g61_c01,50,0,male
v_MilitaryParade_g62_c01,41,9,male
v_MilitaryParade_g63_c01,36,14,male
v_MilitaryParade_g64_c01,14,36,female
v_MilitaryParade_g65_c01,13,37,female
v_MilitaryParade_g66_c01,21,28,female
v_MilitaryParade_g67_c01,47,3,male
v_MilitaryParade_g68_c01,41,9,male
v_MilitaryParade_g69_c01,45,5,male
v_MilitaryParade_g70_c01,49,1,male
v_MilitaryParade_g71_c01,40,10,male
v_MilitaryParade_g72_c01.,10,40,female
v_MilitaryParade_g73_c01,26,24,male
v_MilitaryParade_g74_c01,48,2,male
v_MilitaryParade_g75_c01,41,9,male
v_MilitaryParade_g76_c01,44,6,male
v_MilitaryParade_g77_c01.,49,1,male
v_MilitaryParade_g78_c01,40,10,male
v_MilitaryParade_g79_c01.,49,1,male
v_MilitaryParade_g80_c01.,42,8,male
v_MilitaryParade_g81_c01,44,6,male
v_MilitaryParade_g82_c01,35,15,male
v_MilitaryParade_g83_c01,49,1,male
v_MilitaryParade_g84_c01,49,1,male
v_MilitaryParade_g85_c01,42,8,male
v_MilitaryParade_g86_c01,34,16,male
v_MilitaryParade_g87_c01,47,3,male
v_MilitaryParade_g88_c01.,25,25,uncertain
v_MilitaryParade_g89_c01,14,36,female
v_MilitaryParade_g90_c01,24,26,female
v_MilitaryParade_g91_c01.,22,28,female
v_Mixing_g01_c01,2,48,female
v_Mixing_g02_c01,1,49,female
v_Mixing_g03_c01,20,29,female
v_Mixing_g04_c01,35,15,male
v_Mixing_g05_c01.,6,44,female
v_Mixing_g06_c01,19,31,female
v_Mixing_g07_c01,50,0,male
v_Mixing_g08_c01,4,46,female
v_Mixing_g09_c01.,25,25,uncertain
v_Mixing_g10_c01,0,50,female
v_Mixing_g11_c01,7,43,female
v_Mixing_g12_c01,34,16,male
v_Mixing_g13_c01,50,0,male
v_Mixing_g14_c01,36,14,male
v_Mixing_g15_c01,34,16,male
v_Mixing_g16_c01,28,22,male
v_Mixing_g17_c01,3,47,female
v_Mixing_g18_c01,31,19,male
v_Mixing_g19_c01,50,0,male
v_Mixing_g20_c01,37,13,male
v_Mixing_g21_c01,31,19,male
v_Mixing_g22_c01,23,27,female
v_Mixing_g23_c01,23,27,female
v_Mixing_g24_c01,0,50,female
v_Mixing_g25_c01,47,3,male
v_Mixing_g26_c01.,33,17,male
v_Mixing_g27_c01,46,4,male
v_Mixing_g28_c01,32,18,male
v_Mixing_g29_c01,0,50,female
v_Mixing_g30_c01,45,5,male
v_Mixing_g31_c01.,29,21,male
v_Mixing_g32_c01,37,13,male
v_Mixing_g33_c01,1,49,female
v_Mixing_g34_c01,18,32,female
v_Mixing_g35_c01,33,17,male
v_Mixing_g36_c01.,23,27,female
v_Mixing_g37_c01,43,7,male
v_Mixing_g38_c01,16,34,female
v_Mixing_g39_c01,1,49,female
v_Mixing_g40_c01,8,42,female
v_Mixing_g41_c01,50,0,male
v_Mixing_g42_c01,19,31,female
v_Mixing_g43_c01,50,0,male
v_Mixing_g44_c01.,35,15,male
v_Mixing_g45_c01,4,46,female
v_Mixing_g46_c01.,15,35,female
v_Mixing_g47_c01,0,50,female
v_Mixing_g48_c01,31,19,male
v_Mixing_g49_c01,25,25,uncertain
v_Mixing_g50_c01,6,44,female
v_Mixing_g51_c01.,23,26,female
v_Mixing_g52_c01,9,41,female
v_Mixing_g53_c01,50,0,male
v_Mixing_g54_c01,0,50,female
v_Mixing_g55_c01,18,32,female
v_Mixing_g56_c01,18,32,female
v_Mixing_g57_c01,1,49,female
v_Mixing_g58_c01,31,19,male
v_Mixing_g59_c01,3,47,female
v_Mixing_g60_c01,13,37,female
v_Mixing_g61_c01,10,40,female
v_Mixing_g62_c01,8,42,female
v_Mixing_g63_c01,2,48,female
v_Mixing_g64_c01,35,15,male
v_Mixing_g65_c01,27,23,male
v_Mixing_g66_c01,0,50,female
v_Mixing_g67_c01,42,8,male
v_Mixing_g68_c01,23,27,female
v_Mixing_g69_c01,25,25,uncertain
v_Mixing_g70_c01,22,28,female
v_Mixing_g71_c01,7,43,female
v_Mixing_g72_c01,9,41,female
v_Mixing_g73_c01,23,27,female
v_Mixing_g74_c01,39,11,male
v_Mixing_g75_c01,13,37,female
v_Mixing_g76_c01.,48,2,male
v_Mixing_g77_c01,36,14,male
v_Mixing_g78_c01,21,29,female
v_Mixing_g79_c01,0,50,female
v_MoppingFloor_g01_c01.,3,47,female
v_MoppingFloor_g02_c01,0,50,female
v_MoppingFloor_g03_c01,26,24,male
v_MoppingFloor_g04_c01.,39,11,male
v_MoppingFloor_g05_c01,30,20,male
v_MoppingFloor_g06_c01.,0,50,female
v_MoppingFloor_g07_c01,12,38,female
v_MoppingFloor_g08_c01,45,5,male
v_MoppingFloor_g09_c01,50,0,male
v_MoppingFloor_g10_c01,48,2,male
v_MoppingFloor_g11_c01,42,8,male
v_MoppingFloor_g12_c01,3,47,female
v_MoppingFloor_g13_c01.,44,6,male
v_MoppingFloor_g14_c01.,16,34,female
v_MoppingFloor_g15_c01.,45,5,male
v_MoppingFloor_g16_c01,30,20,male
v_MoppingFloor_g17_c01,40,10,male
v_MoppingFloor_g18_c01,17,33,female
v_MoppingFloor_g19_c01.,39,11,male
v_MoppingFloor_g20_c01,42,8,male
v_MoppingFloor_g21_c01,22,28,female
v_MoppingFloor_g22_c01.,50,0,male
v_MoppingFloor_g23_c01,0,50,female
v_MoppingFloor_g24_c01.,48,2,male
v_MoppingFloor_g25_c01,33,17,male
v_MoppingFloor_g26_c01,50,0,male
v_MoppingFloor_g27_c01,46,4,male
v_MoppingFloor_g28_c01,24,26,female
v_MoppingFloor_g29_c01,50,0,male
v_MoppingFloor_g30_c01,37,13,male
v_MoppingFloor_g31_c01,17,33,female
v_MoppingFloor_g32_c01,22,28,female
v_Nunchucks_g01_c01,38,12,male
v_Nunchucks_g02_c01,32,18,male
v_Nunchucks_g03_c01,46,4,male
v_Nunchucks_g04_c01,41,9,male
v_Nunchucks_g05_c01,35,15,male
v_Nunchucks_g06_c01,50,0,male
v_Nunchucks_g07_c01,15,35,female
v_Nunchucks_g08_c01,41,9,male
v_Nunchucks_g09_c01,50,0,male
v_Nunchucks_g10_c01.,50,0,male
v_Nunchucks_g11_c01,44,6,male
v_Nunchucks_g12_c01,50,0,male
v_Nunchucks_g13_c01,11,39,female
v_Nunchucks_g14_c01,4,46,female
v_Nunchucks_g15_c01,49,1,male
v_Nunchucks_g16_c01,35,15,male
v_Nunchucks_g17_c01.,48,2,male
v_Nunchucks_g18_c01,43,7,male
v_Nunchucks_g19_c01,37,13,male
v_Nunchucks_g20_c01,5,45,female
v_Nunchucks_g21_c01,48,2,male
v_Nunchucks_g22_c01,50,0,male
v_Nunchucks_g23_c01,49,1,male
v_Nunchucks_g24_c01,0,50,female
v_Nunchucks_g25_c01,50,0,male
v_Nunchucks_g26_c01,40,10,male
v_Nunchucks_g27_c01,5,45,female
v_Nunchucks_g28_c01,43,7,male
v_Nunchucks_g29_c01,45,5,male
v_Nunchucks_g30_c01,44,6,male
v_Nunchucks_g31_c01,30,20,male
v_Nunchucks_g32_c01.,45,5,male
v_Nunchucks_g33_c01,44,6,male
v_Nunchucks_g34_c01.,46,4,male
v_Nunchucks_g35_c01,42,8,male
v_Nunchucks_g36_c01,50,0,male
v_Nunchucks_g37_c01,49,1,male
v_Nunchucks_g38_c01,50,0,male
v_Nunchucks_g39_c01,50,0,male
v_Nunchucks_g40_c01,49,1,male
v_Nunchucks_g41_c01,50,0,male
v_Nunchucks_g42_c01,50,0,male
v_Nunchucks_g43_c01,45,5,male
v_Nunchucks_g44_c01,46,4,male
v_Nunchucks_g45_c01,50,0,male
v_Nunchucks_g46_c01,50,0,male
v_Nunchucks_g47_c01,42,8,male
v_Nunchucks_g48_c01,50,0,male
v_Nunchucks_g49_c01.,48,2,male
v_Nunchucks_g50_c01,45,5,male
v_Nunchucks_g51_c01,49,1,male
v_Nunchucks_g52_c01,49,1,male
v_Nunchucks_g53_c01,45,5,male
v_Nunchucks_g54_c01,50,0,male
v_Nunchucks_g55_c01,31,19,male
v_Nunchucks_g56_c01.,3,47,female
v_Nunchucks_g57_c01,42,8,male
v_Nunchucks_g58_c01,46,4,male
v_Nunchucks_g59_c01.,48,2,male
v_Nunchucks_g60_c01,32,18,male
v_Nunchucks_g61_c01,47,3,male
v_Nunchucks_g62_c01,42,8,male
v_Nunchucks_g63_c01.,50,0,male
v_Nunchucks_g64_c01.,50,0,male
v_Nunchucks_g65_c01,42,8,male
v_Nunchucks_g66_c01,48,2,male
v_Nunchucks_g67_c01,49,1,male
v_Nunchucks_g68_c01,48,2,male
v_Nunchucks_g69_c01,50,0,male
v_Nunchucks_g70_c01,48,2,male
v_Nunchucks_g71_c01,48,2,male
v_Nunchucks_g72_c01,41,9,male
v_Nunchucks_g73_c01,50,0,male
v_ParallelBars_g01_c01,37,13,male
v_ParallelBars_g02_c01,28,22,male
v_ParallelBars_g03_c01.,34,16,male
v_ParallelBars_g04_c01,31,19,male
v_ParallelBars_g05_c01,36,14,male
v_ParallelBars_g06_c01,49,1,male
v_ParallelBars_g07_c01,29,21,male
v_ParallelBars_g08_c01,42,8,male
