video_name,thin_and_tall_count,thin_and_short_count,wide_and_tall_count,wide_and_short_count,final,category
v_Haircut_g01_c03,1,0,4,0,wide_and_tall,Haircut
v_Haircut_g01_c04,0,0,0,5,wide_and_short,Haircut
v_Haircut_g03_c01,0,0,0,5,wide_and_short,Haircut
v_Haircut_g03_c06,0,0,0,5,wide_and_short,Haircut
v_Haircut_g04_c03,1,0,0,4,wide_and_short,Haircut
v_Haircut_g04_c04,2,0,0,3,wide_and_short,Haircut
v_Haircut_g05_c02,2,0,3,0,wide_and_tall,Haircut
v_Haircut_g05_c03,2,0,3,0,wide_and_tall,Haircut
v_Haircut_g07_c01,0,0,5,0,wide_and_tall,Haircut
v_Haircut_g07_c05,1,0,4,0,wide_and_tall,Haircut
v_Haircut_g08_c06,1,0,3,1,wide_and_tall,Haircut
v_Haircut_g09_c01,3,0,1,1,thin_and_tall,Haircut
v_Haircut_g09_c06,4,0,0,1,thin_and_tall,Haircut
v_Haircut_g10_c01,1,0,4,0,wide_and_tall,Haircut
v_Haircut_g10_c02,3,0,0,2,thin_and_tall,Haircut
v_Haircut_g10_c03,4,0,0,1,thin_and_tall,Haircut
v_Haircut_g11_c01,0,0,0,5,wide_and_short,Haircut
v_Haircut_g11_c02,0,3,0,2,thin_and_short,Haircut
v_Haircut_g12_c01,0,0,4,1,wide_and_tall,Haircut
v_Haircut_g13_c01,1,0,2,2,wide_and_tall,Haircut
v_Haircut_g15_c02,0,3,0,2,thin_and_short,Haircut
v_Haircut_g19_c04,3,0,0,2,thin_and_tall,Haircut
v_Haircut_g20_c02,1,1,2,1,wide_and_tall,Haircut
v_Haircut_g20_c05,2,1,0,2,thin_and_tall,Haircut
v_Haircut_g20_c06,3,0,0,2,thin_and_tall,Haircut
v_Haircut_g21_c01,1,4,0,0,thin_and_short,Haircut
v_Haircut_g21_c04,5,0,0,0,thin_and_tall,Haircut
v_Haircut_g23_c01,1,1,1,2,wide_and_short,Haircut
v_Haircut_g23_c05,0,0,1,4,wide_and_short,Haircut
v_Haircut_g23_c07,0,0,0,5,wide_and_short,Haircut
v_HammerThrow_g01_c05,0,1,4,0,wide_and_tall,HammerThrow
v_HammerThrow_g02_c06,0,2,3,0,wide_and_tall,HammerThrow
v_HammerThrow_g03_c04,0,1,4,0,wide_and_tall,HammerThrow
v_HammerThrow_g03_c06,0,0,0,5,wide_and_short,HammerThrow
v_HammerThrow_g04_c07,0,3,2,0,thin_and_short,HammerThrow
v_HammerThrow_g07_c01,0,1,2,2,wide_and_tall,HammerThrow
v_HammerThrow_g08_c02,3,1,1,0,thin_and_tall,HammerThrow
v_HammerThrow_g10_c05,0,0,5,0,wide_and_tall,HammerThrow
v_HammerThrow_g10_c06,0,2,3,0,wide_and_tall,HammerThrow
v_HammerThrow_g10_c07,0,2,3,0,wide_and_tall,HammerThrow
v_HammerThrow_g11_c05,0,1,0,4,wide_and_short,HammerThrow
v_HammerThrow_g13_c01,0,0,2,3,wide_and_short,HammerThrow
v_HammerThrow_g13_c05,0,2,3,0,wide_and_tall,HammerThrow
v_HammerThrow_g14_c05,0,1,3,1,wide_and_tall,HammerThrow
v_HammerThrow_g16_c02,0,1,4,0,wide_and_tall,HammerThrow
v_HammerThrow_g16_c03,1,1,3,0,wide_and_tall,HammerThrow
v_HammerThrow_g17_c01,0,0,1,4,wide_and_short,HammerThrow
v_HammerThrow_g17_c05,0,3,2,0,thin_and_short,HammerThrow
v_HammerThrow_g18_c01,0,0,1,4,wide_and_short,HammerThrow
v_HammerThrow_g18_c02,0,3,2,0,thin_and_short,HammerThrow
v_HammerThrow_g20_c01,0,2,3,0,wide_and_tall,HammerThrow
v_HammerThrow_g21_c02,0,1,4,0,wide_and_tall,HammerThrow
v_HammerThrow_g22_c04,0,1,4,0,wide_and_tall,HammerThrow
v_HammerThrow_g22_c06,0,4,0,1,thin_and_short,HammerThrow
v_HammerThrow_g23_c02,0,4,0,1,thin_and_short,HammerThrow
v_HammerThrow_g23_c05,0,5,0,0,thin_and_short,HammerThrow
v_HammerThrow_g23_c06,0,4,1,0,thin_and_short,HammerThrow
v_HammerThrow_g24_c03,0,0,0,5,wide_and_short,HammerThrow
v_HammerThrow_g24_c04,0,5,0,0,thin_and_short,HammerThrow
v_Hammering_g04_c05,0,4,0,1,thin_and_short,Hammering
v_Hammering_g05_c03,0,0,0,5,wide_and_short,Hammering
v_Hammering_g05_c04,0,0,0,5,wide_and_short,Hammering
v_Hammering_g07_c01,0,1,0,4,wide_and_short,Hammering
v_Hammering_g12_c02,0,3,0,2,thin_and_short,Hammering
v_Hammering_g12_c04,0,3,0,2,thin_and_short,Hammering
v_Hammering_g16_c03,0,2,0,3,wide_and_short,Hammering
v_Hammering_g16_c04,0,1,0,4,wide_and_short,Hammering
v_Hammering_g17_c01,2,3,0,0,thin_and_short,Hammering
v_Hammering_g17_c02,2,3,0,0,thin_and_short,Hammering
v_Hammering_g17_c06,1,3,1,0,thin_and_short,Hammering
v_Hammering_g20_c03,0,1,0,4,wide_and_short,Hammering
v_Hammering_g20_c04,0,2,0,3,wide_and_short,Hammering
v_Hammering_g21_c01,0,2,0,3,wide_and_short,Hammering
v_Hammering_g22_c01,0,2,0,3,wide_and_short,Hammering
v_Hammering_g22_c05,0,2,0,3,wide_and_short,Hammering
v_Hammering_g23_c02,0,3,0,2,thin_and_short,Hammering
v_Hammering_g23_c04,5,0,0,0,thin_and_tall,Hammering
v_Hammering_g23_c05,5,0,0,0,thin_and_tall,Hammering
v_Hammering_g24_c03,0,2,0,3,wide_and_short,Hammering
v_Hammering_g24_c05,0,1,0,4,wide_and_short,Hammering
v_Hammering_g24_c07,0,0,0,5,wide_and_short,Hammering
v_HandstandPushups_g01_c01,4,0,0,1,thin_and_tall,HandstandPushups
v_HandstandPushups_g01_c03,5,0,0,0,thin_and_tall,HandstandPushups
v_HandstandPushups_g03_c01,1,3,0,1,thin_and_short,HandstandPushups
v_HandstandPushups_g04_c04,1,4,0,0,thin_and_short,HandstandPushups
v_HandstandPushups_g05_c01,1,0,0,4,wide_and_short,HandstandPushups
v_HandstandPushups_g05_c03,0,1,0,4,wide_and_short,HandstandPushups
v_HandstandPushups_g07_c01,1,0,0,4,wide_and_short,HandstandPushups
v_HandstandPushups_g07_c04,1,0,0,4,wide_and_short,HandstandPushups
v_HandstandPushups_g09_c04,0,3,0,2,thin_and_short,HandstandPushups
v_HandstandPushups_g11_c01,5,0,0,0,thin_and_tall,HandstandPushups
v_HandstandPushups_g11_c02,5,0,0,0,thin_and_tall,HandstandPushups
v_HandstandPushups_g11_c03,5,0,0,0,thin_and_tall,HandstandPushups
v_HandstandPushups_g12_c03,2,2,0,1,thin_and_tall,HandstandPushups
v_HandstandPushups_g12_c04,2,2,0,1,thin_and_tall,HandstandPushups
v_HandstandPushups_g12_c06,2,2,0,1,thin_and_tall,HandstandPushups
v_HandstandPushups_g13_c02,3,1,0,1,thin_and_tall,HandstandPushups
v_HandstandPushups_g14_c04,1,0,2,2,wide_and_tall,HandstandPushups
v_HandstandPushups_g15_c02,2,0,0,3,wide_and_short,HandstandPushups
v_HandstandPushups_g16_c03,0,1,0,4,wide_and_short,HandstandPushups
v_HandstandPushups_g16_c05,0,1,0,4,wide_and_short,HandstandPushups
v_HandstandPushups_g16_c07,0,2,0,3,wide_and_short,HandstandPushups
v_HandstandPushups_g18_c02,0,3,0,2,thin_and_short,HandstandPushups
v_HandstandPushups_g18_c07,0,3,0,2,thin_and_short,HandstandPushups
v_HandstandPushups_g19_c01,0,2,0,3,wide_and_short,HandstandPushups
v_HandstandPushups_g19_c03,0,1,0,4,wide_and_short,HandstandPushups
v_HandstandPushups_g21_c06,2,0,3,0,wide_and_tall,HandstandPushups
v_HandstandWalking_g01_c02,0,3,0,2,thin_and_short,HandstandWalking
v_HandstandWalking_g03_c02,0,2,3,0,wide_and_tall,HandstandWalking
v_HandstandWalking_g05_c06,0,0,0,5,wide_and_short,HandstandWalking
v_HandstandWalking_g05_c07,0,0,0,5,wide_and_short,HandstandWalking
v_HandstandWalking_g07_c02,0,0,0,5,wide_and_short,HandstandWalking
v_HandstandWalking_g07_c05,0,0,0,5,wide_and_short,HandstandWalking
v_HandstandWalking_g07_c06,0,0,0,5,wide_and_short,HandstandWalking
v_HandstandWalking_g08_c02,0,3,0,2,thin_and_short,HandstandWalking
v_HandstandWalking_g09_c03,0,3,0,2,thin_and_short,HandstandWalking
v_HandstandWalking_g11_c01,1,2,0,2,thin_and_short,HandstandWalking
v_HandstandWalking_g11_c02,3,0,0,2,thin_and_tall,HandstandWalking
v_HandstandWalking_g14_c02,0,2,0,3,wide_and_short,HandstandWalking
v_HandstandWalking_g14_c04,0,1,0,4,wide_and_short,HandstandWalking
v_HandstandWalking_g16_c02,0,5,0,0,thin_and_short,HandstandWalking
v_HandstandWalking_g18_c02,0,3,0,2,thin_and_short,HandstandWalking
v_HandstandWalking_g19_c02,0,2,0,3,wide_and_short,HandstandWalking
v_HandstandWalking_g19_c04,0,1,0,4,wide_and_short,HandstandWalking
v_HandstandWalking_g20_c04,0,4,0,1,thin_and_short,HandstandWalking
v_HandstandWalking_g22_c04,0,3,0,2,thin_and_short,HandstandWalking
v_HandstandWalking_g23_c01,0,4,0,1,thin_and_short,HandstandWalking
v_HeadMassage_g01_c01,0,5,0,0,thin_and_short,HeadMassage
v_HeadMassage_g01_c04,0,0,5,0,wide_and_tall,HeadMassage
v_HeadMassage_g03_c02,1,4,0,0,thin_and_short,HeadMassage
v_HeadMassage_g03_c04,0,4,0,1,thin_and_short,HeadMassage
v_HeadMassage_g04_c03,0,3,0,2,thin_and_short,HeadMassage
v_HeadMassage_g05_c02,1,2,1,1,thin_and_short,HeadMassage
v_HeadMassage_g06_c02,2,3,0,0,thin_and_short,HeadMassage
v_HeadMassage_g06_c03,1,3,0,1,thin_and_short,HeadMassage
v_HeadMassage_g06_c06,2,3,0,0,thin_and_short,HeadMassage
v_HeadMassage_g08_c04,4,0,0,1,thin_and_tall,HeadMassage
v_HeadMassage_g08_c06,1,0,4,0,wide_and_tall,HeadMassage
v_HeadMassage_g09_c02,0,2,0,3,wide_and_short,HeadMassage
v_HeadMassage_g09_c03,2,0,1,2,thin_and_tall,HeadMassage
v_HeadMassage_g10_c01,0,0,3,2,wide_and_tall,HeadMassage
v_HeadMassage_g10_c04,2,1,1,1,thin_and_tall,HeadMassage
v_HeadMassage_g12_c06,4,1,0,0,thin_and_tall,HeadMassage
v_HeadMassage_g12_c07,3,1,0,1,thin_and_tall,HeadMassage
v_HeadMassage_g13_c02,2,0,3,0,wide_and_tall,HeadMassage
v_HeadMassage_g13_c03,2,0,3,0,wide_and_tall,HeadMassage
v_HeadMassage_g14_c02,2,3,0,0,thin_and_short,HeadMassage
v_HeadMassage_g15_c02,1,1,1,2,wide_and_short,HeadMassage
v_HeadMassage_g15_c04,2,0,3,0,wide_and_tall,HeadMassage
v_HeadMassage_g16_c01,2,3,0,0,thin_and_short,HeadMassage
v_HeadMassage_g17_c02,0,0,5,0,wide_and_tall,HeadMassage
v_HeadMassage_g17_c05,0,1,4,0,wide_and_tall,HeadMassage
v_HeadMassage_g17_c06,0,2,3,0,wide_and_tall,HeadMassage
v_HeadMassage_g17_c07,2,1,2,0,thin_and_tall,HeadMassage
v_HeadMassage_g18_c04,0,5,0,0,thin_and_short,HeadMassage
v_HeadMassage_g19_c05,2,3,0,0,thin_and_short,HeadMassage
v_HeadMassage_g21_c03,0,1,2,2,wide_and_tall,HeadMassage
v_HeadMassage_g21_c04,0,2,1,2,thin_and_short,HeadMassage
v_HeadMassage_g21_c05,0,3,0,2,thin_and_short,HeadMassage
v_HeadMassage_g23_c03,3,2,0,0,thin_and_tall,HeadMassage
v_HeadMassage_g23_c05,3,2,0,0,thin_and_tall,HeadMassage
v_HeadMassage_g23_c07,5,0,0,0,thin_and_tall,HeadMassage
v_HeadMassage_g24_c04,1,2,0,2,thin_and_short,HeadMassage
v_HighJump_g02_c03,0,2,0,3,wide_and_short,HighJump
v_HighJump_g02_c05,0,0,0,5,wide_and_short,HighJump
v_HighJump_g05_c05,0,2,0,3,wide_and_short,HighJump
v_HighJump_g07_c04,0,0,0,5,wide_and_short,HighJump
v_HighJump_g07_c05,0,2,0,3,wide_and_short,HighJump
v_HighJump_g07_c06,0,2,0,3,wide_and_short,HighJump
v_HighJump_g09_c03,0,3,0,2,thin_and_short,HighJump
v_HighJump_g09_c04,1,1,2,1,wide_and_tall,HighJump
v_HighJump_g09_c05,0,1,3,1,wide_and_tall,HighJump
v_HighJump_g11_c02,0,2,0,3,wide_and_short,HighJump
v_HighJump_g11_c03,0,1,0,4,wide_and_short,HighJump
v_HighJump_g12_c03,0,0,3,2,wide_and_tall,HighJump
v_HighJump_g14_c02,0,3,0,2,thin_and_short,HighJump
v_HighJump_g16_c01,0,5,0,0,thin_and_short,HighJump
v_HighJump_g16_c02,0,4,0,1,thin_and_short,HighJump
v_HighJump_g18_c02,0,1,0,4,wide_and_short,HighJump
v_HighJump_g18_c04,0,2,0,3,wide_and_short,HighJump
v_HighJump_g19_c01,0,2,1,2,thin_and_short,HighJump
v_HighJump_g19_c04,0,4,1,0,thin_and_short,HighJump
v_HighJump_g20_c03,0,1,0,4,wide_and_short,HighJump
v_HighJump_g21_c03,1,3,1,0,thin_and_short,HighJump
v_HighJump_g21_c04,0,0,5,0,wide_and_tall,HighJump
v_HighJump_g22_c01,2,2,0,1,thin_and_tall,HighJump
v_HighJump_g23_c06,1,3,0,1,thin_and_short,HighJump
v_HighJump_g24_c01,0,4,0,1,thin_and_short,HighJump
v_HighJump_g24_c03,0,3,0,2,thin_and_short,HighJump
v_HighJump_g25_c01,0,1,0,4,wide_and_short,HighJump
v_HorseRace_g04_c02,0,2,0,3,wide_and_short,HorseRace
v_HorseRace_g04_c04,0,2,0,3,wide_and_short,HorseRace
v_HorseRace_g08_c04,0,2,0,3,wide_and_short,HorseRace
v_HorseRace_g11_c01,3,2,0,0,thin_and_tall,HorseRace
v_HorseRace_g11_c02,2,2,0,1,thin_and_tall,HorseRace
v_HorseRace_g16_c05,0,4,0,1,thin_and_short,HorseRace
v_HorseRace_g23_c02,0,0,0,5,wide_and_short,HorseRace
v_HorseRace_g24_c05,0,1,0,4,wide_and_short,HorseRace
v_HorseRiding_g01_c03,0,4,0,1,thin_and_short,HorseRiding
v_HorseRiding_g01_c05,0,2,1,2,thin_and_short,HorseRiding
v_HorseRiding_g02_c07,0,4,0,1,thin_and_short,HorseRiding
v_HorseRiding_g03_c01,0,2,0,3,wide_and_short,HorseRiding
v_HorseRiding_g03_c05,0,1,0,4,wide_and_short,HorseRiding
v_HorseRiding_g04_c01,0,3,0,2,thin_and_short,HorseRiding
v_HorseRiding_g04_c04,0,4,0,1,thin_and_short,HorseRiding
v_HorseRiding_g05_c06,0,4,0,1,thin_and_short,HorseRiding
v_HorseRiding_g05_c07,0,3,0,2,thin_and_short,HorseRiding
v_HorseRiding_g06_c07,0,3,0,2,thin_and_short,HorseRiding
v_HorseRiding_g07_c06,0,3,0,2,thin_and_short,HorseRiding
v_HorseRiding_g07_c07,0,3,0,2,thin_and_short,HorseRiding
v_HorseRiding_g08_c02,0,2,0,3,wide_and_short,HorseRiding
v_HorseRiding_g09_c06,0,1,0,4,wide_and_short,HorseRiding
v_HorseRiding_g10_c01,0,5,0,0,thin_and_short,HorseRiding
v_HorseRiding_g10_c06,0,5,0,0,thin_and_short,HorseRiding
v_HorseRiding_g10_c07,0,4,0,1,thin_and_short,HorseRiding
v_HorseRiding_g11_c03,0,4,0,1,thin_and_short,HorseRiding
v_HorseRiding_g11_c04,0,4,0,1,thin_and_short,HorseRiding
v_HorseRiding_g11_c07,1,3,1,0,thin_and_short,HorseRiding
v_HorseRiding_g12_c03,0,5,0,0,thin_and_short,HorseRiding
v_HorseRiding_g12_c04,0,5,0,0,thin_and_short,HorseRiding
v_HorseRiding_g13_c01,0,2,0,3,wide_and_short,HorseRiding
v_HorseRiding_g13_c04,0,1,0,4,wide_and_short,HorseRiding
v_HorseRiding_g14_c07,0,2,3,0,wide_and_tall,HorseRiding
v_HorseRiding_g15_c03,0,5,0,0,thin_and_short,HorseRiding
v_HorseRiding_g15_c06,0,4,0,1,thin_and_short,HorseRiding
v_HorseRiding_g17_c06,0,3,0,2,thin_and_short,HorseRiding
v_HorseRiding_g18_c06,0,5,0,0,thin_and_short,HorseRiding
v_HorseRiding_g19_c05,0,0,0,5,wide_and_short,HorseRiding
v_HorseRiding_g19_c06,0,2,0,3,wide_and_short,HorseRiding
v_HorseRiding_g19_c07,0,1,0,4,wide_and_short,HorseRiding
v_HorseRiding_g20_c01,0,2,0,3,wide_and_short,HorseRiding
v_HorseRiding_g20_c05,0,2,0,3,wide_and_short,HorseRiding
v_HorseRiding_g21_c04,0,2,0,3,wide_and_short,HorseRiding
v_HorseRiding_g21_c05,1,0,0,4,wide_and_short,HorseRiding
v_HorseRiding_g21_c06,0,1,0,4,wide_and_short,HorseRiding
v_HorseRiding_g22_c01,0,4,0,1,thin_and_short,HorseRiding
v_HorseRiding_g22_c05,0,3,0,2,thin_and_short,HorseRiding
v_HorseRiding_g22_c07,0,3,0,2,thin_and_short,HorseRiding
v_HorseRiding_g23_c05,0,5,0,0,thin_and_short,HorseRiding
v_HorseRiding_g23_c06,0,3,0,2,thin_and_short,HorseRiding
v_HorseRiding_g25_c06,0,4,0,1,thin_and_short,HorseRiding
v_HulaHoop_g02_c01,0,2,0,3,wide_and_short,HulaHoop
v_HulaHoop_g03_c01,0,5,0,0,thin_and_short,HulaHoop
v_HulaHoop_g03_c02,0,3,0,2,thin_and_short,HulaHoop
v_HulaHoop_g04_c03,0,3,0,2,thin_and_short,HulaHoop
v_HulaHoop_g05_c04,0,0,0,5,wide_and_short,HulaHoop
v_HulaHoop_g06_c03,1,0,0,4,wide_and_short,HulaHoop
v_HulaHoop_g06_c04,0,5,0,0,thin_and_short,HulaHoop
v_HulaHoop_g08_c02,0,1,0,4,wide_and_short,HulaHoop
v_HulaHoop_g08_c03,0,0,0,5,wide_and_short,HulaHoop
v_HulaHoop_g12_c03,0,2,0,3,wide_and_short,HulaHoop
v_HulaHoop_g12_c04,0,2,0,3,wide_and_short,HulaHoop
v_HulaHoop_g12_c06,0,1,0,4,wide_and_short,HulaHoop
v_HulaHoop_g15_c01,0,2,0,3,wide_and_short,HulaHoop
v_HulaHoop_g15_c02,0,1,0,4,wide_and_short,HulaHoop
v_HulaHoop_g16_c01,0,3,0,2,thin_and_short,HulaHoop
v_HulaHoop_g18_c02,0,1,4,0,wide_and_tall,HulaHoop
v_HulaHoop_g18_c04,0,0,2,3,wide_and_short,HulaHoop
v_HulaHoop_g20_c03,0,1,0,4,wide_and_short,HulaHoop
v_HulaHoop_g20_c04,0,2,0,3,wide_and_short,HulaHoop
v_HulaHoop_g20_c07,0,1,0,4,wide_and_short,HulaHoop
v_HulaHoop_g22_c02,0,5,0,0,thin_and_short,HulaHoop
v_HulaHoop_g22_c04,0,4,0,1,thin_and_short,HulaHoop
v_HulaHoop_g23_c04,0,2,0,3,wide_and_short,HulaHoop
v_HulaHoop_g24_c02,0,1,0,4,wide_and_short,HulaHoop
v_IceDancing_g05_c03,0,0,3,2,wide_and_tall,IceDancing
v_IceDancing_g08_c05,0,0,4,1,wide_and_tall,IceDancing
v_IceDancing_g15_c03,0,0,4,1,wide_and_tall,IceDancing
v_IceDancing_g16_c04,0,0,3,2,wide_and_tall,IceDancing
v_IceDancing_g16_c06,0,0,3,2,wide_and_tall,IceDancing
v_IceDancing_g20_c05,0,0,4,1,wide_and_tall,IceDancing
v_IceDancing_g20_c07,0,0,3,2,wide_and_tall,IceDancing
v_IceDancing_g21_c05,0,0,4,1,wide_and_tall,IceDancing
v_IceDancing_g23_c07,0,0,3,2,wide_and_tall,IceDancing
v_IceDancing_g24_c01,0,0,3,2,wide_and_tall,IceDancing
v_JavelinThrow_g01_c03,1,3,0,1,thin_and_short,JavelinThrow
v_JavelinThrow_g02_c04,0,1,0,4,wide_and_short,JavelinThrow
v_JavelinThrow_g03_c03,0,1,0,4,wide_and_short,JavelinThrow
v_JavelinThrow_g07_c01,0,3,0,2,thin_and_short,JavelinThrow
v_JavelinThrow_g09_c01,0,5,0,0,thin_and_short,JavelinThrow
v_JavelinThrow_g10_c01,0,4,0,1,thin_and_short,JavelinThrow
v_JavelinThrow_g10_c02,0,5,0,0,thin_and_short,JavelinThrow
v_JavelinThrow_g11_c01,2,2,0,1,thin_and_tall,JavelinThrow
v_JavelinThrow_g11_c03,0,1,0,4,wide_and_short,JavelinThrow
v_JavelinThrow_g13_c01,0,1,0,4,wide_and_short,JavelinThrow
v_JavelinThrow_g16_c05,0,3,0,2,thin_and_short,JavelinThrow
v_JavelinThrow_g17_c01,0,1,0,4,wide_and_short,JavelinThrow
v_JavelinThrow_g17_c02,0,0,1,4,wide_and_short,JavelinThrow
v_JavelinThrow_g18_c03,0,0,0,5,wide_and_short,JavelinThrow
v_JavelinThrow_g18_c04,0,2,0,3,wide_and_short,JavelinThrow
v_JavelinThrow_g22_c02,1,1,2,1,wide_and_tall,JavelinThrow
v_JavelinThrow_g23_c01,0,2,0,3,wide_and_short,JavelinThrow
v_JugglingBalls_g01_c03,2,3,0,0,thin_and_short,JugglingBalls
v_JugglingBalls_g08_c01,1,4,0,0,thin_and_short,JugglingBalls
v_JugglingBalls_g08_c02,1,4,0,0,thin_and_short,JugglingBalls
v_JugglingBalls_g09_c01,3,1,0,1,thin_and_tall,JugglingBalls
v_JugglingBalls_g09_c02,3,0,0,2,thin_and_tall,JugglingBalls
v_JugglingBalls_g09_c04,4,0,0,1,thin_and_tall,JugglingBalls
v_JugglingBalls_g10_c04,1,2,0,2,thin_and_short,JugglingBalls
v_JugglingBalls_g11_c04,1,1,0,3,wide_and_short,JugglingBalls
v_JugglingBalls_g12_c01,2,3,0,0,thin_and_short,JugglingBalls
v_JugglingBalls_g13_c01,1,2,0,2,thin_and_short,JugglingBalls
v_JugglingBalls_g20_c02,2,0,2,1,thin_and_tall,JugglingBalls
v_JugglingBalls_g20_c04,0,1,2,2,wide_and_tall,JugglingBalls
v_JugglingBalls_g21_c01,3,2,0,0,thin_and_tall,JugglingBalls
v_JugglingBalls_g21_c04,3,2,0,0,thin_and_tall,JugglingBalls
v_JugglingBalls_g22_c05,2,3,0,0,thin_and_short,JugglingBalls
v_JugglingBalls_g23_c02,0,2,0,3,wide_and_short,JugglingBalls
v_JumpRope_g02_c07,2,0,0,3,wide_and_short,JumpRope
v_JumpRope_g03_c01,0,1,4,0,wide_and_tall,JumpRope
v_JumpRope_g03_c03,1,0,3,1,wide_and_tall,JumpRope
v_JumpRope_g04_c05,0,0,1,4,wide_and_short,JumpRope
v_JumpRope_g04_c06,0,0,1,4,wide_and_short,JumpRope
v_JumpRope_g04_c07,0,0,0,5,wide_and_short,JumpRope
v_JumpRope_g05_c03,0,1,0,4,wide_and_short,JumpRope
v_JumpRope_g05_c04,0,0,2,3,wide_and_short,JumpRope
v_JumpRope_g06_c01,0,1,4,0,wide_and_tall,JumpRope
v_JumpRope_g06_c04,0,0,3,2,wide_and_tall,JumpRope
v_JumpRope_g06_c05,0,0,2,3,wide_and_short,JumpRope
v_JumpRope_g08_c01,0,4,0,1,thin_and_short,JumpRope
v_JumpRope_g08_c02,0,3,0,2,thin_and_short,JumpRope
v_JumpRope_g08_c03,0,3,0,2,thin_and_short,JumpRope
v_JumpRope_g09_c02,0,3,0,2,thin_and_short,JumpRope
v_JumpRope_g14_c03,0,2,0,3,wide_and_short,JumpRope
v_JumpRope_g15_c03,0,0,4,1,wide_and_tall,JumpRope
v_JumpRope_g16_c02,3,2,0,0,thin_and_tall,JumpRope
v_JumpRope_g16_c03,2,2,0,1,thin_and_tall,JumpRope
v_JumpRope_g16_c04,0,1,2,2,wide_and_tall,JumpRope
v_JumpRope_g16_c07,0,0,5,0,wide_and_tall,JumpRope
v_JumpRope_g17_c01,1,1,0,3,wide_and_short,JumpRope
v_JumpRope_g17_c02,1,1,0,3,wide_and_short,JumpRope
v_JumpRope_g17_c05,2,2,0,1,thin_and_tall,JumpRope
v_JumpRope_g18_c07,0,0,0,5,wide_and_short,JumpRope
v_JumpRope_g21_c02,0,2,0,3,wide_and_short,JumpRope
v_JumpRope_g21_c04,2,2,1,0,thin_and_tall,JumpRope
v_JumpRope_g21_c05,1,1,0,3,wide_and_short,JumpRope
v_JumpRope_g21_c07,1,1,0,3,wide_and_short,JumpRope
v_JumpingJack_g05_c02,2,1,0,2,thin_and_tall,JumpingJack
v_JumpingJack_g05_c03,0,2,0,3,wide_and_short,JumpingJack
v_JumpingJack_g12_c02,1,3,1,0,thin_and_short,JumpingJack
v_JumpingJack_g18_c01,3,2,0,0,thin_and_tall,JumpingJack
v_JumpingJack_g18_c04,3,2,0,0,thin_and_tall,JumpingJack
v_JumpingJack_g19_c02,4,1,0,0,thin_and_tall,JumpingJack
v_JumpingJack_g20_c02,4,1,0,0,thin_and_tall,JumpingJack
v_JumpingJack_g20_c03,5,0,0,0,thin_and_tall,JumpingJack
v_JumpingJack_g23_c02,3,2,0,0,thin_and_tall,JumpingJack
v_JumpingJack_g25_c06,3,2,0,0,thin_and_tall,JumpingJack
v_JumpingJack_g25_c07,3,2,0,0,thin_and_tall,JumpingJack
v_Kayaking_g07_c01,0,4,0,1,thin_and_short,Kayaking
v_Kayaking_g09_c03,0,3,0,2,thin_and_short,Kayaking
v_Kayaking_g10_c01,0,5,0,0,thin_and_short,Kayaking
v_Kayaking_g10_c03,0,4,0,1,thin_and_short,Kayaking
v_Kayaking_g11_c04,0,4,0,1,thin_and_short,Kayaking
v_Kayaking_g12_c03,0,4,0,1,thin_and_short,Kayaking
v_Kayaking_g16_c02,0,5,0,0,thin_and_short,Kayaking
v_Kayaking_g16_c03,0,3,0,2,thin_and_short,Kayaking
v_Kayaking_g16_c07,0,3,0,2,thin_and_short,Kayaking
v_Kayaking_g17_c05,0,1,0,4,wide_and_short,Kayaking
v_Kayaking_g18_c02,0,3,0,2,thin_and_short,Kayaking
v_Kayaking_g20_c06,0,3,0,2,thin_and_short,Kayaking
v_Kayaking_g21_c05,0,2,0,3,wide_and_short,Kayaking
v_Kayaking_g21_c06,0,1,0,4,wide_and_short,Kayaking
v_Kayaking_g21_c07,0,1,0,4,wide_and_short,Kayaking
v_Kayaking_g23_c03,0,4,0,1,thin_and_short,Kayaking
v_Kayaking_g25_c02,0,0,0,5,wide_and_short,Kayaking
v_Kayaking_g25_c03,0,2,0,3,wide_and_short,Kayaking
v_Knitting_g02_c01,3,2,0,0,thin_and_tall,Knitting
v_Knitting_g07_c01,3,0,0,2,thin_and_tall,Knitting
v_Knitting_g07_c02,0,2,0,3,wide_and_short,Knitting
v_Knitting_g07_c04,0,2,0,3,wide_and_short,Knitting
v_Knitting_g10_c07,0,2,0,3,wide_and_short,Knitting
v_Knitting_g12_c03,1,4,0,0,thin_and_short,Knitting
v_Knitting_g13_c02,0,5,0,0,thin_and_short,Knitting
v_Knitting_g13_c05,0,3,0,2,thin_and_short,Knitting
v_Knitting_g22_c02,2,2,0,1,thin_and_tall,Knitting
v_Knitting_g22_c03,2,2,0,1,thin_and_tall,Knitting
v_Knitting_g24_c02,0,2,0,3,wide_and_short,Knitting
v_Knitting_g24_c04,0,2,0,3,wide_and_short,Knitting
v_LongJump_g01_c01,0,2,0,3,wide_and_short,LongJump
v_LongJump_g01_c02,0,2,0,3,wide_and_short,LongJump
v_LongJump_g04_c01,0,0,0,5,wide_and_short,LongJump
v_LongJump_g05_c03,0,1,0,4,wide_and_short,LongJump
v_LongJump_g05_c04,0,1,0,4,wide_and_short,LongJump
