video_name,male_count,female_count,final,category
v_SalsaSpin_g04_c05,2,3,female,SalsaSpin
v_SalsaSpin_g04_c06,2,3,female,SalsaSpin
v_SalsaSpin_g06_c01,4,1,male,SalsaSpin
v_SalsaSpin_g06_c04,3,2,male,SalsaSpin
v_SalsaSpin_g12_c02,3,2,male,SalsaSpin
v_SalsaSpin_g12_c03,5,0,male,SalsaSpin
v_SalsaSpin_g12_c04,3,2,male,SalsaSpin
v_SalsaSpin_g13_c01,4,1,male,SalsaSpin
v_SalsaSpin_g13_c03,5,0,male,SalsaSpin
v_SalsaSpin_g14_c05,1,4,female,SalsaSpin
v_SalsaSpin_g16_c01,1,4,female,SalsaSpin
v_SalsaSpin_g16_c02,2,3,female,SalsaSpin
v_SalsaSpin_g17_c01,3,2,male,SalsaSpin
v_SalsaSpin_g17_c03,4,1,male,SalsaSpin
v_SalsaSpin_g18_c02,4,1,male,SalsaSpin
v_SalsaSpin_g18_c03,3,2,male,SalsaSpin
v_SalsaSpin_g20_c01,2,3,female,SalsaSpin
v_SalsaSpin_g20_c02,0,5,female,SalsaSpin
v_SalsaSpin_g21_c03,2,3,female,SalsaSpin
v_SalsaSpin_g22_c03,1,4,female,SalsaSpin
v_SalsaSpin_g22_c04,1,4,female,SalsaSpin
v_SalsaSpin_g24_c02,5,0,male,SalsaSpin
v_SalsaSpin_g25_c03,2,3,female,SalsaSpin
v_ShavingBeard_g08_c04,5,0,male,ShavingBeard
v_ShavingBeard_g08_c05,5,0,male,ShavingBeard
v_ShavingBeard_g08_c07,5,0,male,ShavingBeard
v_ShavingBeard_g13_c01,4,1,male,ShavingBeard
v_ShavingBeard_g13_c03,5,0,male,ShavingBeard
v_ShavingBeard_g13_c06,4,1,male,ShavingBeard
v_ShavingBeard_g16_c03,1,4,female,ShavingBeard
v_ShavingBeard_g21_c04,2,3,female,ShavingBeard
v_ShavingBeard_g23_c02,3,2,male,ShavingBeard
v_ShavingBeard_g23_c03,4,1,male,ShavingBeard
v_ShavingBeard_g25_c02,3,2,male,ShavingBeard
v_Shotput_g02_c01,2,3,female,Shotput
v_Shotput_g03_c02,0,5,female,Shotput
v_Shotput_g03_c05,0,5,female,Shotput
v_Shotput_g04_c03,4,1,male,Shotput
v_Shotput_g04_c04,4,1,male,Shotput
v_Shotput_g06_c06,2,3,female,Shotput
v_Shotput_g07_c03,2,3,female,Shotput
v_Shotput_g07_c04,1,4,female,Shotput
v_Shotput_g09_c02,1,4,female,Shotput
v_Shotput_g11_c04,1,4,female,Shotput
v_Shotput_g11_c06,2,3,female,Shotput
v_Shotput_g11_c07,2,3,female,Shotput
v_Shotput_g14_c03,1,4,female,Shotput
v_Shotput_g16_c02,2,3,female,Shotput
v_Shotput_g16_c05,2,3,female,Shotput
v_Shotput_g17_c03,2,3,female,Shotput
v_Shotput_g18_c04,5,0,male,Shotput
v_Shotput_g19_c01,2,3,female,Shotput
v_Shotput_g23_c04,1,4,female,Shotput
v_Shotput_g23_c05,0,5,female,Shotput
v_SkateBoarding_g02_c02,2,3,female,SkateBoarding
v_SkateBoarding_g02_c05,2,3,female,SkateBoarding
v_SkateBoarding_g04_c05,1,4,female,SkateBoarding
v_SkateBoarding_g06_c03,2,3,female,SkateBoarding
v_SkateBoarding_g10_c05,2,3,female,SkateBoarding
v_SkateBoarding_g11_c03,0,5,female,SkateBoarding
v_SkateBoarding_g11_c04,2,3,female,SkateBoarding
v_SkateBoarding_g12_c01,3,2,male,SkateBoarding
v_SkateBoarding_g12_c05,4,1,male,SkateBoarding
v_SkateBoarding_g12_c06,4,1,male,SkateBoarding
v_SkateBoarding_g14_c02,4,1,male,SkateBoarding
v_SkateBoarding_g14_c03,4,1,male,SkateBoarding
v_SkateBoarding_g18_c05,2,3,female,SkateBoarding
v_SkateBoarding_g21_c02,2,3,female,SkateBoarding
v_Skiing_g25_c03,5,0,male,Skiing
v_Skiing_g25_c04,5,0,male,Skiing
v_Skijet_g03_c01,3,2,male,Skijet
v_Skijet_g04_c01,5,0,male,Skijet
v_Skijet_g04_c02,3,2,male,Skijet
v_Skijet_g07_c04,1,4,female,Skijet
v_Skijet_g15_c01,2,3,female,Skijet
v_Skijet_g18_c02,2,3,female,Skijet
v_Skijet_g19_c03,5,0,male,Skijet
v_Skijet_g19_c04,3,2,male,Skijet
v_Skijet_g24_c01,2,3,female,Skijet
v_Skijet_g25_c03,3,2,male,Skijet
v_Skijet_g25_c04,4,1,male,Skijet
v_SkyDiving_g06_c04,0,5,female,SkyDiving
v_SkyDiving_g12_c01,4,1,male,SkyDiving
v_SkyDiving_g12_c04,3,2,male,SkyDiving
v_SkyDiving_g13_c03,2,3,female,SkyDiving
v_SkyDiving_g18_c02,3,2,male,SkyDiving
v_SkyDiving_g19_c04,2,3,female,SkyDiving
v_SkyDiving_g20_c02,2,3,female,SkyDiving
v_SkyDiving_g20_c06,1,4,female,SkyDiving
v_SkyDiving_g21_c03,2,3,female,SkyDiving
v_SkyDiving_g22_c04,4,1,male,SkyDiving
v_SkyDiving_g23_c03,2,3,female,SkyDiving
v_SoccerJuggling_g07_c07,2,3,female,SoccerJuggling
v_SoccerJuggling_g12_c06,1,4,female,SoccerJuggling
v_SoccerJuggling_g19_c02,5,0,male,SoccerJuggling
v_SoccerJuggling_g19_c06,5,0,male,SoccerJuggling
v_SoccerJuggling_g19_c07,5,0,male,SoccerJuggling
v_SoccerJuggling_g23_c01,3,2,male,SoccerJuggling
v_SoccerJuggling_g23_c06,4,1,male,SoccerJuggling
v_SoccerJuggling_g25_c06,2,3,female,SoccerJuggling
v_SoccerPenalty_g01_c01,2,3,female,SoccerPenalty
v_SoccerPenalty_g02_c01,2,3,female,SoccerPenalty
v_SoccerPenalty_g08_c06,4,1,male,SoccerPenalty
v_SoccerPenalty_g10_c02,1,4,female,SoccerPenalty
v_SoccerPenalty_g23_c04,1,4,female,SoccerPenalty
v_SoccerPenalty_g24_c02,0,5,female,SoccerPenalty
v_SoccerPenalty_g25_c02,4,1,male,SoccerPenalty
v_SoccerPenalty_g25_c04,5,0,male,SoccerPenalty
v_StillRings_g01_c01,5,0,male,StillRings
v_StillRings_g02_c02,4,1,male,StillRings
v_StillRings_g07_c02,4,1,male,StillRings
v_StillRings_g09_c03,3,2,male,StillRings
v_StillRings_g09_c04,4,1,male,StillRings
v_StillRings_g12_c01,4,1,male,StillRings
v_StillRings_g15_c02,3,2,male,StillRings
v_StillRings_g15_c03,3,2,male,StillRings
v_StillRings_g16_c03,1,4,female,StillRings
v_StillRings_g17_c02,4,1,male,StillRings
v_StillRings_g17_c03,3,2,male,StillRings
v_StillRings_g18_c01,1,4,female,StillRings
v_StillRings_g19_c02,3,2,male,StillRings
v_StillRings_g20_c02,3,2,male,StillRings
v_StillRings_g21_c07,1,4,female,StillRings
v_StillRings_g22_c04,3,2,male,StillRings
v_StillRings_g23_c01,3,2,male,StillRings
v_SumoWrestling_g01_c02,2,3,female,SumoWrestling
v_SumoWrestling_g02_c01,3,2,male,SumoWrestling
v_SumoWrestling_g02_c04,4,1,male,SumoWrestling
v_SumoWrestling_g03_c01,3,2,male,SumoWrestling
v_SumoWrestling_g04_c01,3,2,male,SumoWrestling
v_SumoWrestling_g04_c04,4,1,male,SumoWrestling
v_SumoWrestling_g05_c01,3,2,male,SumoWrestling
v_SumoWrestling_g06_c02,2,3,female,SumoWrestling
v_SumoWrestling_g06_c03,2,3,female,SumoWrestling
v_SumoWrestling_g06_c05,2,3,female,SumoWrestling
v_SumoWrestling_g07_c04,3,2,male,SumoWrestling
v_SumoWrestling_g07_c06,3,2,male,SumoWrestling
v_SumoWrestling_g08_c04,2,3,female,SumoWrestling
v_SumoWrestling_g09_c02,2,3,female,SumoWrestling
v_SumoWrestling_g11_c01,3,2,male,SumoWrestling
v_SumoWrestling_g12_c01,3,2,male,SumoWrestling
v_SumoWrestling_g13_c01,2,3,female,SumoWrestling
v_SumoWrestling_g14_c03,1,4,female,SumoWrestling
v_SumoWrestling_g15_c02,1,4,female,SumoWrestling
v_SumoWrestling_g16_c04,4,1,male,SumoWrestling
v_SumoWrestling_g17_c02,0,5,female,SumoWrestling
v_SumoWrestling_g17_c03,1,4,female,SumoWrestling
v_SumoWrestling_g18_c01,1,4,female,SumoWrestling
v_SumoWrestling_g18_c04,1,4,female,SumoWrestling
v_SumoWrestling_g19_c04,2,3,female,SumoWrestling
v_SumoWrestling_g20_c01,3,2,male,SumoWrestling
v_SumoWrestling_g21_c01,5,0,male,SumoWrestling
v_SumoWrestling_g21_c03,3,2,male,SumoWrestling
v_SumoWrestling_g22_c03,3,2,male,SumoWrestling
v_SumoWrestling_g22_c04,4,1,male,SumoWrestling
v_SumoWrestling_g23_c01,4,1,male,SumoWrestling
v_SumoWrestling_g23_c04,5,0,male,SumoWrestling
v_SumoWrestling_g24_c04,1,4,female,SumoWrestling
v_Surfing_g03_c02,2,3,female,Surfing
v_Surfing_g04_c01,1,4,female,Surfing
v_Surfing_g07_c03,1,4,female,Surfing
v_Surfing_g11_c02,3,2,male,Surfing
v_Surfing_g11_c04,3,2,male,Surfing
v_Surfing_g12_c05,1,4,female,Surfing
v_Surfing_g13_c03,1,4,female,Surfing
v_Swing_g01_c01,2,3,female,Swing
v_Swing_g02_c01,4,1,male,Swing
v_Swing_g02_c03,4,1,male,Swing
v_Swing_g04_c07,2,3,female,Swing
v_Swing_g06_c01,3,2,male,Swing
v_Swing_g06_c06,4,1,male,Swing
v_Swing_g06_c07,5,0,male,Swing
v_Swing_g07_c05,3,2,male,Swing
v_Swing_g07_c07,4,1,male,Swing
v_Swing_g09_c01,4,1,male,Swing
v_Swing_g09_c06,3,2,male,Swing
v_Swing_g14_c01,0,5,female,Swing
v_Swing_g14_c02,0,5,female,Swing
v_Swing_g19_c04,5,0,male,Swing
v_Swing_g21_c05,3,2,male,Swing
v_Swing_g22_c02,1,4,female,Swing
v_Swing_g22_c04,2,3,female,Swing
v_Swing_g23_c04,3,2,male,Swing
v_TableTennisShot_g01_c05,2,3,female,TableTennisShot
v_TableTennisShot_g04_c05,1,4,female,TableTennisShot
v_TableTennisShot_g04_c07,2,3,female,TableTennisShot
v_TableTennisShot_g05_c02,2,3,female,TableTennisShot
v_TableTennisShot_g05_c03,0,5,female,TableTennisShot
v_TableTennisShot_g05_c05,1,4,female,TableTennisShot
v_TableTennisShot_g07_c03,3,2,male,TableTennisShot
v_TableTennisShot_g07_c04,3,2,male,TableTennisShot
v_TableTennisShot_g15_c02,0,5,female,TableTennisShot
v_TableTennisShot_g15_c04,1,4,female,TableTennisShot
v_TableTennisShot_g15_c05,2,3,female,TableTennisShot
v_TableTennisShot_g16_c01,2,3,female,TableTennisShot
v_TableTennisShot_g16_c04,2,3,female,TableTennisShot
v_TaiChi_g07_c04,2,3,female,TaiChi
v_TaiChi_g10_c02,4,1,male,TaiChi
v_TaiChi_g13_c04,1,4,female,TaiChi
v_TaiChi_g17_c03,2,3,female,TaiChi
v_TaiChi_g19_c04,2,3,female,TaiChi
v_TaiChi_g20_c01,1,4,female,TaiChi
v_TaiChi_g24_c04,3,2,male,TaiChi
v_TennisSwing_g01_c02,2,3,female,TennisSwing
v_TennisSwing_g01_c05,1,4,female,TennisSwing
v_TennisSwing_g06_c01,2,3,female,TennisSwing
v_TennisSwing_g06_c06,1,4,female,TennisSwing
v_TennisSwing_g06_c07,1,4,female,TennisSwing
v_TennisSwing_g07_c06,2,3,female,TennisSwing
v_TennisSwing_g09_c04,2,3,female,TennisSwing
v_TennisSwing_g12_c01,2,3,female,TennisSwing
v_TennisSwing_g12_c04,2,3,female,TennisSwing
v_TennisSwing_g12_c05,0,5,female,TennisSwing
v_TennisSwing_g13_c06,2,3,female,TennisSwing
v_TennisSwing_g14_c01,2,3,female,TennisSwing
v_TennisSwing_g14_c02,2,3,female,TennisSwing
v_TennisSwing_g14_c04,0,5,female,TennisSwing
v_TennisSwing_g16_c01,4,1,male,TennisSwing
v_TennisSwing_g18_c02,1,4,female,TennisSwing
v_TennisSwing_g18_c06,2,3,female,TennisSwing
v_TennisSwing_g20_c04,2,3,female,TennisSwing
v_TennisSwing_g20_c06,2,3,female,TennisSwing
v_TennisSwing_g23_c01,0,5,female,TennisSwing
v_ThrowDiscus_g02_c03,1,4,female,ThrowDiscus
v_ThrowDiscus_g02_c06,1,4,female,ThrowDiscus
v_ThrowDiscus_g04_c02,4,1,male,ThrowDiscus
v_ThrowDiscus_g04_c04,5,0,male,ThrowDiscus
v_ThrowDiscus_g05_c01,1,4,female,ThrowDiscus
v_ThrowDiscus_g08_c04,2,3,female,ThrowDiscus
v_ThrowDiscus_g09_c06,2,3,female,ThrowDiscus
v_ThrowDiscus_g11_c04,2,3,female,ThrowDiscus
v_ThrowDiscus_g11_c07,1,4,female,ThrowDiscus
v_ThrowDiscus_g13_c02,2,3,female,ThrowDiscus
v_ThrowDiscus_g14_c03,4,1,male,ThrowDiscus
v_ThrowDiscus_g14_c04,4,1,male,ThrowDiscus
v_ThrowDiscus_g15_c05,2,3,female,ThrowDiscus
v_ThrowDiscus_g21_c05,1,4,female,ThrowDiscus
v_ThrowDiscus_g22_c01,3,2,male,ThrowDiscus
v_ThrowDiscus_g22_c04,3,2,male,ThrowDiscus
v_ThrowDiscus_g24_c02,2,3,female,ThrowDiscus
v_ThrowDiscus_g25_c03,2,3,female,ThrowDiscus
v_TrampolineJumping_g01_c01,5,0,male,TrampolineJumping
v_TrampolineJumping_g01_c02,5,0,male,TrampolineJumping
v_TrampolineJumping_g02_c05,4,1,male,TrampolineJumping
v_TrampolineJumping_g03_c02,4,1,male,TrampolineJumping
v_TrampolineJumping_g04_c01,3,2,male,TrampolineJumping
v_TrampolineJumping_g04_c03,3,2,male,TrampolineJumping
v_TrampolineJumping_g05_c02,3,2,male,TrampolineJumping
v_TrampolineJumping_g07_c02,2,3,female,TrampolineJumping
v_TrampolineJumping_g08_c02,3,2,male,TrampolineJumping
v_TrampolineJumping_g08_c03,3,2,male,TrampolineJumping
v_TrampolineJumping_g09_c01,2,3,female,TrampolineJumping
v_TrampolineJumping_g14_c04,2,3,female,TrampolineJumping
v_TrampolineJumping_g15_c01,2,3,female,TrampolineJumping
v_TrampolineJumping_g16_c06,2,3,female,TrampolineJumping
v_TrampolineJumping_g20_c02,3,2,male,TrampolineJumping
v_TrampolineJumping_g22_c01,2,3,female,TrampolineJumping
v_TrampolineJumping_g22_c04,2,3,female,TrampolineJumping
v_TrampolineJumping_g23_c01,4,1,male,TrampolineJumping
v_TrampolineJumping_g23_c04,4,1,male,TrampolineJumping
v_Typing_g03_c01,2,3,female,Typing
v_Typing_g03_c06,2,3,female,Typing
v_Typing_g04_c01,2,3,female,Typing
v_Typing_g12_c03,3,2,male,Typing
v_Typing_g12_c05,3,2,male,Typing
v_Typing_g12_c06,3,2,male,Typing
v_Typing_g14_c01,1,4,female,Typing
v_Typing_g14_c06,2,3,female,Typing
v_Typing_g14_c07,2,3,female,Typing
v_Typing_g15_c01,4,1,male,Typing
v_Typing_g16_c03,3,2,male,Typing
v_Typing_g17_c03,2,3,female,Typing
v_Typing_g22_c02,2,3,female,Typing
v_Typing_g25_c01,5,0,male,Typing
v_Typing_g25_c03,4,1,male,Typing
v_UnevenBars_g03_c01,3,2,male,UnevenBars
v_UnevenBars_g06_c04,5,0,male,UnevenBars
v_UnevenBars_g07_c04,4,1,male,UnevenBars
v_UnevenBars_g08_c04,3,2,male,UnevenBars
v_UnevenBars_g09_c03,3,2,male,UnevenBars
v_UnevenBars_g10_c03,3,2,male,UnevenBars
v_UnevenBars_g12_c02,3,2,male,UnevenBars
v_UnevenBars_g18_c03,5,0,male,UnevenBars
v_UnevenBars_g18_c04,3,2,male,UnevenBars
v_UnevenBars_g20_c02,4,1,male,UnevenBars
v_UnevenBars_g21_c02,4,1,male,UnevenBars
v_UnevenBars_g21_c04,3,2,male,UnevenBars
v_UnevenBars_g22_c04,5,0,male,UnevenBars
v_UnevenBars_g23_c01,3,2,male,UnevenBars
v_UnevenBars_g24_c03,3,2,male,UnevenBars
v_UnevenBars_g25_c02,5,0,male,UnevenBars
v_VolleyballSpiking_g02_c01,0,5,female,VolleyballSpiking
v_VolleyballSpiking_g03_c03,2,3,female,VolleyballSpiking
v_VolleyballSpiking_g04_c02,2,3,female,VolleyballSpiking
v_VolleyballSpiking_g05_c04,2,3,female,VolleyballSpiking
v_VolleyballSpiking_g13_c06,1,4,female,VolleyballSpiking
v_VolleyballSpiking_g21_c03,1,4,female,VolleyballSpiking
v_VolleyballSpiking_g22_c02,2,3,female,VolleyballSpiking
v_VolleyballSpiking_g24_c02,2,3,female,VolleyballSpiking
v_VolleyballSpiking_g25_c01,0,5,female,VolleyballSpiking
v_WalkingWithDog_g01_c01,5,0,male,WalkingWithDog
v_WalkingWithDog_g01_c04,5,0,male,WalkingWithDog
v_WalkingWithDog_g07_c01,1,4,female,WalkingWithDog
v_WalkingWithDog_g07_c02,1,4,female,WalkingWithDog
v_WalkingWithDog_g08_c02,2,3,female,WalkingWithDog
v_WalkingWithDog_g08_c04,2,3,female,WalkingWithDog
v_WalkingWithDog_g12_c02,1,4,female,WalkingWithDog
v_WalkingWithDog_g12_c03,2,3,female,WalkingWithDog
v_WalkingWithDog_g14_c01,5,0,male,WalkingWithDog
v_WalkingWithDog_g14_c04,3,2,male,WalkingWithDog
v_WalkingWithDog_g16_c05,0,5,female,WalkingWithDog
v_WalkingWithDog_g18_c01,3,2,male,WalkingWithDog
v_WalkingWithDog_g20_c01,0,5,female,WalkingWithDog
v_WalkingWithDog_g20_c02,1,4,female,WalkingWithDog
v_WalkingWithDog_g20_c03,2,3,female,WalkingWithDog
v_WalkingWithDog_g21_c01,0,5,female,WalkingWithDog
v_WalkingWithDog_g23_c01,1,4,female,WalkingWithDog
v_WalkingWithDog_g25_c01,5,0,male,WalkingWithDog
v_WalkingWithDog_g25_c02,5,0,male,WalkingWithDog
v_WallPushups_g04_c02,3,2,male,WallPushups
v_WallPushups_g11_c01,5,0,male,WallPushups
v_WallPushups_g11_c02,5,0,male,WallPushups
v_WallPushups_g11_c03,4,1,male,WallPushups
v_WallPushups_g15_c01,4,1,male,WallPushups
v_WallPushups_g15_c02,4,1,male,WallPushups
v_WallPushups_g16_c01,1,4,female,WallPushups
v_WallPushups_g16_c06,2,3,female,WallPushups
v_WallPushups_g16_c07,2,3,female,WallPushups
v_WallPushups_g24_c01,5,0,male,WallPushups
v_WallPushups_g24_c04,5,0,male,WallPushups
v_WritingOnBoard_g11_c02,2,3,female,WritingOnBoard
v_WritingOnBoard_g17_c02,3,2,male,WritingOnBoard
v_WritingOnBoard_g22_c04,0,5,female,WritingOnBoard
v_YoYo_g04_c01,2,3,female,YoYo
v_YoYo_g19_c05,2,3,female,YoYo
